SALEYEAR,SALETYPE,SALECODE,SALEDATE,BOOK,DAY,HIP,HIPNUM,HORSE,CHORSE,RATING,TATTOO,DATEFOAL,AGE,COLOR,SEX,GAIT,TYPE,RECORD,ET,ELIG,SIRE,CSIRE,DAM,CDAM,SIREOFDAM,CSIREOFDAM,DAMOFDAM,CDAMOFDAM,DAMTATT,DAMYOF,DDAMTATT,BREDTO,LASTBRED,CONLNAME,CONSNO,PEMCODE,PURFNAME,PURLNAME,SBCITY,SBSTATE,SBCOUNTRY,PRICE,CURRENCY,URL,NFFM,PRIVATESALE,BREED,YEARFOAL
2021.0,Y,KEESEPT21,2021-09-13,1,1,11,11,Pink Hue,Pink Hue,,,,,CH   ,F,,Y,,,,Mendelssohn,Mendelssohn,Involved,Involved,,,,,,,,,,"Betz Thoroughbreds, Inc., Agent ",,,,"Mike Ryan, Agent",,,,310000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,12,12,Sabg,Sabg,,,,,B,C,,Y,,,,Into Mischief,Into Mischief,Iotapa,Iotapa,,,,,,,,,,"Bluewater Sales LLC, Agent VII ",,,,"R.N.A. (210,000)",,,,,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,13,13,Life At Sea,Life At Sea,,,,,B,C,,Y,,,,West Coast,West Coast,Irish Jasper,Irish Jasper,,,,,,,,,,"Lane's End, Agent ",,,,Out,,,,0,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,14,14,Mohawk Trail,Mohawk Trail,,,,,DB/BR,F,,Y,,,,Pioneerof the Nile,Pioneerof the Nile,Iroquois Girl,Iroquois Girl,,,,,,,,,,"Four Star Sales, Agent for Westbury Stables ",,,,John Ballantyne/NBS Stable,,,,180000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,15,15,Tiz Wartime,Tiz Wartime,,,,,DB/BR,C,,Y,,,,War Front,War Front,It Tiz Well,It Tiz Well,,,,,,,,,,"Denali Stud, Agent X ",,,,Columbine Stables,,,,500000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,16,16,Condone,Condone,,,,,CH,F,,Y,,,,Justify,Justify,Jacaranda,Jacaranda,,,,,,,,,,"Mill Ridge Sales, Agent ",,,,"G. Watts Humphrey, Jr.",,,,300000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,17,17,King's Glory,King's Glory,,,,,CH,C,,Y,,,,Speightstown,Speightstown,Jax El,Jax El,,,,,,,,,,"Valkyre Stud, Agent II ",,,,Courtlandt Farm,,,,575000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,18,18,Manciata d'Oro,Manciata d'Oro,,,,,B,C,,Y,,,,Medaglia d'Oro,Medaglia d'Oro,Jemima's Pearl,Jemima's Pearl,,,,,,,,,,"St George Sales, Agent XIII ",,,,BSW/Crow Colts Group,,,,400000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,19,19,Just Cindy,Just Cindy,,,,,B,F,,Y,,,,Justify,Justify,Jenda's Agenda,Jenda's Agenda,,,,,,,,,,"Clarkland Farm, LLC ",,,,"R.N.A. (140,000)",,,,,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,20,20,My Dukedom,My Dukedom,,,,,B,C,,Y,,,,West Coast,West Coast,Joannie,Joannie,,,,,,,,,,"Mill Ridge Sales, Agent ",,,,"R.N.A. (385,000)",,,,,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,21,21,Make Decisions,Make Decisions,,,,,B,C,,Y,,,,Into Mischief,Into Mischief,Joint Return,Joint Return,,,,,,,,,,"Mulholland Springs, Agent for Spendthrift Farm LLC ",,,,"West Bldstk, Agt. for Repole Stable & St. Elias",,,,650000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,22,22,Legendary,Legendary,,,,,CH,F,,Y,,,,Justify,Justify,Jojo Warrior,Jojo Warrior,,,,,,,,,,"Eaton Sales, Agent for WinStar Farm Bred & Raised ",,,,"R.N.A. (310,000)",,,,,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,23,23,Leoparda,Leoparda,,,,,B,F,,Y,,,,War Front,War Front,Joyfully,Joyfully,,,,,,,,,,"Taylor Made Sales Agency, Agent CV ",,,,"R.N.A. (585,000)",,,,,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,24,24,Talkin Pharoah,Talkin Pharoah,,,,,CH,C,,Y,,,,American Pharoah,American Pharoah,Just Talkin,Just Talkin,,,,,,,,,,"Hunter Valley Farm, Agent ",,,,Wesley Ward,,,,260000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,25,25,Admiral Bouchard,Admiral Bouchard,,,,,DB/BR,C,,Y,,,,Quality Road,Quality Road,Justwhistledixie,Justwhistledixie,,,,,,,,,,"Clearsky Farms, Agent II ",,,,"R.N.A. (1,900,000)",,,,,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,26,26,Anacaro,Anacaro,,,,,DB/BR,F,,Y,,,,Arrogate,Arrogate,Katori,Katori,,,,,,,,,,"Warrendale Sales, Agent IX ",,,,"R.N.A. (230,000)",,,,,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,27,27,Pure Pauline,Pure Pauline,,,,,CH,F,,Y,,,,Curlin,Curlin,Keen Pauline,Keen Pauline,,,,,,,,,,"Eaton Sales, Agent for Stonestreet Bred & Raised ",,,,"R.N.A. (335,000)",,,,,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,28,28,,,,,,,B,C,,Y,,,,Medaglia d'Oro,Medaglia d'Oro,Kelly's Humor,Kelly's Humor,,,,,,,,,,"Bedouin Bloodstock, Agent II ",,,,Sea Stables,,,,220000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,29,29,Sloane Ranger,Sloane Ranger,,,,,B,C,,Y,,,,War Front,War Front,Key To My Heart (IRE),Key To My Heart (IRE),,,,,,,,,,"Lane's End, Agent ",,,,M.V. Magnier,,,,400000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,30,30,Chelsea Pier,Chelsea Pier,,,,,GR/RO,F,,Y,,,,Arrogate,Arrogate,Kind of Magic (IRE),Kind of Magic (IRE),,,,,,,,,,"Eaton Sales, Agent ",,,,Lehigh Bloodstock,,,,80000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,31,31,La Belle Caprice,La Belle Caprice,,,,,B,F,,Y,,,,Into Mischief,Into Mischief,La Belle Marquet,La Belle Marquet,,,,,,,,,,"Paramount Sales, Agent CIII ",,,,Out,,,,0,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,32,32,Red Dog,Red Dog,,,,,B,C,,Y,,,,Fastnet Rock (AUS),Fastnet Rock (AUS),Lady Bingo (IRE),Lady Bingo (IRE),,,,,,,,,,"Gainesway, Agent X ",,,,Out,,,,0,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,33,33,Serena's Legacy,Serena's Legacy,,,,,B,F,,Y,,,,Curlin,Curlin,Lady Serena,Lady Serena,,,,,,,,,,"Hill 'n' Dale Sales Agency, Agent ",,,,Out,,,,0,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,34,34,Take Control,Take Control,,,,,B,C,,Y,,,,Quality Road,Quality Road,Lady Take Charge,Lady Take Charge,,,,,,,,,,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent I ",,,,Out,,,,0,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,35,35,,,,,,,B,C,,Y,,,,Quality Road,Quality Road,La Madrina,La Madrina,,,,,,,,,,"Gainesway, Agent III ",,,,"West Bldstk, Agt. for Repole Stable & St. Elias",,,,200000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,36,36,Curl Girl,Curl Girl,,,,,B,F,,Y,,,,Curlin,Curlin,Laskarina,Laskarina,,,,,,,,,,"Woodford Thoroughbreds, Agent I ",,,,Joey Platts,,,,250000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,37,37,Monet Never (IRE),Monet Never (IRE),,,,,DB/BR,C,,Y,,,,No Nay Never,No Nay Never,Last Jewel (IRE),Last Jewel (IRE),,,,,,,,,,"Paramount Sales, Agent XX ",,,,"Preferred Equine, Agent",,,,160000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,38,38,Feral Wonder (IRE),Feral Wonder (IRE),,,,,B,C,,Y,,,,Speightstown,Speightstown,Last Kitten,Last Kitten,,,,,,,,,,"Hunter Valley Farm, Agent ",,,,Colts Neck Stables,,,,400000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,39,39,Prince of Truth,Prince of Truth,,,,,B,C,,Y,,,,Into Mischief,Into Mischief,La Verdad,La Verdad,,,,,,,,,,"Denali Stud, Agent for Lady Sheila Stable LLC ",,,,"R.N.A. (675,000)",,,,,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,40,40,Modernistic,Modernistic,,,,,B,C,,Y,,,,Empire Maker,Empire Maker,Legendary Peace,Legendary Peace,,,,,,,,,,"Havens Bloodstock Agency, Inc., Agent ",,,,CaSal Stable,,,,150000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,41,41,Big Wicks,Big Wicks,,,,,B,C,,Y,,,,Medaglia d'Oro,Medaglia d'Oro,Leigh Court,Leigh Court,,,,,,,,,,"Stone Farm, Agent ",,,,"West Point Thoroughbreds, L.E.B., Agent",,,,575000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,42,42,Liguria,Liguria,,,,,B,F,,Y,,,,War Front,War Front,Lerici,Lerici,,,,,,,,,,"Gainesway, Agent XV ",,,,"Steven W. Young, Agent",,,,275000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,43,43,Doing Justice,Doing Justice,,,,,B    ,F,,Y,,,,American Pharoah,American Pharoah,Letgomyecho,Letgomyecho,,,,,,,,,,"Betz Thoroughbreds, Inc., Agent ",,,,"Northshore Bloodstock, Agent",,,,1400000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,44,44,Cushee,Cushee,,,,,B,F,,Y,,,,Curlin,Curlin,Life Well Lived,Life Well Lived,,,,,,,,,,"Stone Farm, Agent ",,,,"Lael Stable, Michael Hernon, Agent",,,,775000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,45,45,Centrist Road,Centrist Road,,,,,B,C,,Y,,,,Quality Road,Quality Road,Liquorice Marilyn,Liquorice Marilyn,,,,,,,,,,"Taylor Made Sales Agency, Agent XLVIII ",,,,"West Bldstk, Agt. for Repole Stable & St. Elias",,,,350000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,46,46,Nakoa,Nakoa,,,,,B,F,,Y,,,,War Front,War Front,Liscanna (IRE),Liscanna (IRE),,,,,,,,,,"Four Star Sales, Agent ",,,,"Mick Price Racing, Australia",,,,275000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,47,47,First Defender,First Defender,,,,,B,C,,Y,,,,Quality Road,Quality Road,Love and Pride,Love and Pride,,,,,,,,,,"Gainesway, Agent XLVI ",,,,Out,,,,0,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,48,48,Tuskegee Airmen,Tuskegee Airmen,,,,,B,C,,Y,,,,Street Sense,Street Sense,Lucky Cover,Lucky Cover,,,,,,,,,,"Burleson Farms, Agent ",,,,Out,,,,0,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,49,49,Oak Street Beach,Oak Street Beach,,,,,B,F,,Y,,,,Gun Runner,Gun Runner,Lunar Gaze,Lunar Gaze,,,,,,,,,,"Taylor Made Sales Agency, Agent LXX ",,,,Out,,,,0,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,50,50,Occult,Occult,,,,,DB/BR,F,,Y,,,,Into Mischief,Into Mischief,Magical Feeling,Magical Feeling,,,,,,,,,,"Bridie Harrison, Agent for Peter E. Blum Thoroughbreds ",,,,"Steven W. Young, Agent",,,,625000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,51,51,No More Guns,No More Guns,,,,,DB/BR,C,,Y,,,,Gun Runner,Gun Runner,Magical World,Magical World,,,,,,,,,,"Hill 'n' Dale Sales Agency, Agent ",,,,Out,,,,0,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,52,52,Given to Fly (IRE),Given to Fly (IRE),,,,,CH,C,,Y,,,,No Nay Never,No Nay Never,Magic America,Magic America,,,,,,,,,,"Eaton Sales, Agent ",,,,"Fergus Galvin, Agent",,,,160000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,53,53,Newgate,Newgate,,,,,B,C,,Y,,,,Into Mischief,Into Mischief,Majestic Presence,Majestic Presence,,,,,,,,,,"Taylor Made Sales Agency, Agent for Town & Country Horse Farms, LLC",,,,"Donato Lanni, Agt. for SF Bldstk/Starlight/Madaket",,,,850000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,54,54,Top Runner,Top Runner,,,,,CH   ,F,,Y,,,,Gun Runner,Gun Runner,Maracuya,Maracuya,,,,,,,,,,"Betz Thoroughbreds, Inc., Agent ",,,,"Quarter Pole Enterprises, LLC",,,,230000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,55,55,Lost Ark,Lost Ark,,,,,B    ,C,,Y,,,,Violence,Violence,Marion Ravenwood,Marion Ravenwood,,,,,,,,,,"Ashview Farm (Bryan Lyster & Gray Lyster), Agent ",,,,"Steven W. Young, Agent",,,,275000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,56,56,Miss Our Hero,Miss Our Hero,,,,,CH,F,,Y,,,,Tapit,Tapit,Market Magic,Market Magic,,,,,,,,,,"Gainesway, Agent VIII ",,,,"Cheyenne Stables, LLC",,,,320000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,57,57,Ready to Connect,Ready to Connect,,,,,DB/BR,C,,Y,,,,Connect,Connect,Mary's Follies,Mary's Follies,,,,,,,,,,"Taylor Made Sales Agency, Agent CLV ",,,,"R.N.A. (425,000)",,,,,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,58,58,Ezhalah,Ezhalah,,,,,B,C,,Y,,,,Mendelssohn,Mendelssohn,Maybellene,Maybellene,,,,,,,,,,"Clarkland Farm, LLC ",,,,"R.N.A. (140,000)",,,,,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,59,59,Mobster,Mobster,,,,,B    ,C,,Y,,,,Uncle Mo,Uncle Mo,Meadow Breeze,Meadow Breeze,,,,,,,,,,"Betz Thoroughbreds, Inc., Agent ",,,,"D.J. Stable, LLC",,,,175000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,60,60,Cantho,Cantho,,,,,B,F,,Y,,,,Street Sense,Street Sense,Mekong Delta,Mekong Delta,,,,,,,,,,"Hill 'n' Dale Sales Agency, Agent ",,,,Out,,,,0,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,61,61,Beauty Destiny,Beauty Destiny,,,,,B,F,,Y,,,,Mastery,Mastery,Metmeyer,Metmeyer,,,,,,,,,,"Taylor Made Sales Agency, Agent XXXVII ",,,,Out,,,,0,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,62,62,Two Phil's,Two Phil's,,,,,CH,C,,Y,,,,Hard Spun,Hard Spun,Mia Torri,Mia Torri,,,,,,,,,,"Ballysax Bloodstock, Agent V ",,,,"R.N.A. (150,000)",,,,,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,63,63,Tag Team,Tag Team,,,,,DB/BR,F,,Y,,,,Curlin,Curlin,Midnight Lucky,Midnight Lucky,,,,,,,,,,"Hill 'n' Dale Sales Agency, Agent ",,,,Trival Partners,,,,140000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,64,64,Fifth Street,Fifth Street,,,,,B,C,,Y,,,,Quality Road,Quality Road,Milam,Milam,,,,,,,,,,"Taylor Made Sales Agency, Agent for WinStar Farm Bred & Raised ",,,,M.V. Magnier,,,,950000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,65,65,Ghost Coast,Ghost Coast,,,,,DB/BR,C,,Y,,,,Street Sense,Street Sense,Mirapoix,Mirapoix,,,,,,,,,,"Four Star Sales, Agent ",,,,"F. Brothers, Agt for Starlight & Harrell Ventures",,,,250000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,66,66,,,,,,,B,C,,Y,,,,Uncle Mo,Uncle Mo,Mir Cat,Mir Cat,,,,,,,,,,"Woods Edge Farm (Peter O'Callaghan), Agent ",,,,"West Bldstk, Agt. for Repole Stable & St. Elias",,,,375000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,67,67,Lark's Mischief,Lark's Mischief,,,,,B,C,,Y,,,,Into Mischief,Into Mischief,Miss Besilu,Miss Besilu,,,,,,,,,,"Taylor Made Sales Agency, Agent CLXXVI ",,,,"R.N.A. (450,000)",,,,,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,68,68,Chelonian,Chelonian,,,,,CH   ,C,,Y,,,,Gun Runner,Gun Runner,Miss Empire,Miss Empire,,,,,,,,,,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent I ",,,,"Whitehorse, Madaket, E Five Racing",,,,300000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,69,69,Mr Empire,Mr Empire,,,,,DB/BR,C,,Y,,,,Empire Maker,Empire Maker,Miss Frost,Miss Frost,,,,,,,,,,"Gainesway, Agent X ",,,,Out,,,,0,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,70,70,Tall Girl,Tall Girl,,,,,CH,F,,Y,,,,First Samurai,First Samurai,Miss Singhsix (IRE),Miss Singhsix (IRE),,,,,,,,,,"Mill Ridge Sales, Agent ",,,,Madras Bloodstock,,,,90000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,71,71,O'Conner Sunset,O'Conner Sunset,,,,,B,C,,Y,,,,Curlin,Curlin,Miss Sunset,Miss Sunset,,,,,,,,,,"Baccari Bloodstock, Agent VI ",,,,Out,,,,0,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,72,72,Prove My Love,Prove My Love,,,,,CH,F,,Y,,,,Justify,Justify,Mo Chuisle,Mo Chuisle,,,,,,,,,,"Taylor Made Sales Agency, Agent CXXVIII ",,,,"Legion Bloodstock, Agent for Fortune Farms",,,,140000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,73,73,Limits of Power,Limits of Power,,,,,DB/BR,C,,Y,,,,Good Magic,Good Magic,Modification,Modification,,,,,,,,,,"Betz Thoroughbreds, Inc., Agent ",,,,"Alan Quartucci, Agent",,,,575000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,74,74,Working Man,Working Man,,,,,CH,C,,Y,,,,Tapit,Tapit,Modify,Modify,,,,,,,,,,"Gainesway, Agent XXXII ",,,,Out,,,,0,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,75,75,Red Pill,Red Pill,,,,,CH,C,,Y,,,,American Pharoah,American Pharoah,Mojgan,Mojgan,,,,,,,,,,"Paramount Sales, Agent IV ",,,,"R.N.A. (145,000)",,,,,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,76,76,City of Knowledge,City of Knowledge,,,,,DB/BR,C,,Y,,,,City of Light,City of Light,Mo Knows,Mo Knows,,,,,,,,,,"Betz Thoroughbreds, Inc., Agent ",,,,"S. R. Schwartz, Agent",,,,100000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,77,77,Joy Huntress,Joy Huntress,,,,,B,F,,Y,,,,Kitten's Joy,Kitten's Joy,Money Huntress,Money Huntress,,,,,,,,,,"Ramsey Farm, Agent ",,,,"Mike Ryan, Agent",,,,180000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,78,78,Hola Gata,Hola Gata,,,,,DB/BR,F,,Y,,,,Kitten's Joy,Kitten's Joy,Morakami,Morakami,,,,,,,,,,"St George Sales, Agent XXVI ",,,,"Bradley Thoroughbreds, Agt. for Rodeo Creek Racing",,,,190000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,79,79,Carver,Carver,,,,,DB/BR,C,,Y,,,,Pioneerof the Nile,Pioneerof the Nile,Morea,Morea,,,,,,,,,,"Lane's End, Agent ",,,,Sapphire Racing,,,,435000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,80,80,Spun Oats,Spun Oats,,,,,B,F,,Y,,,,Hard Spun,Hard Spun,More Oats Please,More Oats Please,,,,,,,,,,"Kaizen Sales (Richard Kent), Agent IV ",,,,"R.N.A. (115,000)",,,,,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,81,81,Rochas,Rochas,,,,,B,F,,Y,,,,Medaglia d'Oro,Medaglia d'Oro,Moulin de Mougin,Moulin de Mougin,,,,,,,,,,"Lane's End, Agent ",,,,"R.N.A. (435,000)",,,,,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,82,82,Seal Team (GB),Seal Team (GB),,,,,B,C,,Y,,,,War Front,War Front,Mrs McDougal,Mrs McDougal,,,,,,,,,,"Claiborne Farm, Agent ",,,,Out,,,,0,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,83,83,Wico (IRE),Wico (IRE),,,,,DB/BR,C,,Y,,,,No Nay Never,No Nay Never,Mundus Novus,Mundus Novus,,,,,,,,,,"Gainesway, Agent XV ",,,,Andrew Farm/Richard Brodie,,,,440000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,84,84,Maclean's Rhyme,Maclean's Rhyme,,,,,B,C,,Y,,,,Maclean's Music,Maclean's Music,Mystic Rhyme,Mystic Rhyme,,,,,,,,,,"Taylor Made Sales Agency, Agent CLV ",,,,China Horse Club / Gandharvi Racing,,,,325000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,85,85,Carrizo Springs,Carrizo Springs,,,,,B,C,,Y,,,,Mastery,Mastery,My Tina,My Tina,,,,,,,,,,"Penn Sales, Agent for Alex Venneri ",,,,Mike G. Rutherford,,,,150000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,86,86,Carla,Carla,,,,,DB/BR,F,,Y,,,,Medaglia d'Oro,Medaglia d'Oro,Naples Princess,Naples Princess,,,,,,,,,,"Claiborne Farm, Agent ",,,,"Donato Lanni,Agt for M.Petersen&Willow Grace Farm",,,,950000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,87,87,Quality Art,Quality Art,,,,,B,C,,Y,,,,Quality Road,Quality Road,Nereid,Nereid,,,,,,,,,,"Hunter Valley Farm, Agent ",,,,"R.N.A. (300,000)",,,,,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,88,88,Modernize Queen,Modernize Queen,,,,,CH,F,,Y,,,,Distorted Humor,Distorted Humor,Never Grow Old,Never Grow Old,,,,,,,,,,"Ballysax Bloodstock, Agent for Grantley Acres ",,,,Yoshio Oda,,,,180000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,89,89,Evergrande,Evergrande,,,,,DB/BR,F,,Y,,,,Uncle Mo,Uncle Mo,Nikki's Choice,Nikki's Choice,,,,,,,,,,"Paramount Sales, Agent LIII ",,,,Courtlandt Farm,,,,1100000,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,90,90,Aperta,Aperta,,,,,CH,F,,Y,,,,Curlin,Curlin,Noble and a Beauty,Noble and a Beauty,,,,,,,,,,"Denali Stud, Agent VII ",,,,"R.N.A. (240,000)",,,,,,,,,T,
2021.0,Y,KEESEPT21,2021-09-13,1,1,91,91,Soft Pants,Soft Pants,,,,,DB/BR,C,,Y,,,,Mendelssohn,Mendelssohn,No Lip Service,No Lip Service,,,,,,,,,,"South Point Sales Agency, Agent V ",,,,Emil Cerullo,,,,150000,,,,,T,
