SALEYEAR,SALETYPE,SALECODE,SALEDATE,BOOK,DAY,HIP,HIPNUM,HORSE,CHORSE,RATING,TATTOO,DATEFOAL,AGE,COLOR,SEX,GAIT,TYPE,RECORD,ET,ELIG,SIRE,CSIRE,DAM,CDAM,SIREOFDAM,CSIREOFDAM,DAMOFDAM,CDAMOFDAM,DAMTATT,DAMYOF,DDAMTATT,BREDTO,LASTBRED,CONSLNAME,CONSNO,PEMCODE,PURFNAME,PURLNAME,SBCITY,SBSTATE,SBCOUNTRY,PRICE,CURRENCY,URL,NFFM,PRIVATE SALE,BREED,YEARFOAL
2023,Y,23FTSAUG,8/14/2023,1,2,538,538,,,,,3/22/2022,1,DKB,C,,Y,,,NY,MORE THAN READY,MORE THAN READY,BREEZY GAL,BREEZY GAL,THE FACTOR,THE FACTOR,,,,,,,,ELITE AGENT,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,539,539,,,,,4/1/2022,1,GRR,C,,Y,,,NY,VOLATILE,VOLATILE,BRISTOL'S BROOKE,BRISTOL'S BROOKE,SPEIGHTSTOWN,SPEIGHTSTOWN,,,,,,,,PARAMOUNT SALES AGENT I,,,,HABLAN LOS CABALLOS LLC,,,,27000,,https://vimeo.com/853531804?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,540,540,,,,,3/6/2022,1,B,F,,Y,,,NY,LAOBAN,LAOBAN,BUNDLE UP,BUNDLE UP,FROSTED,FROSTED,,,,,,,,BLUEWATER SALES LLC AGENT X,,,,NOT SOLD,,,,17000,,https://vimeo.com/850388765?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,541,541,,,,,5/15/2022,1,B,F,,Y,,,NY,HONEST MISCHIEF,HONEST MISCHIEF,BUSTINATTHESEAMS,BUSTINATTHESEAMS,BUSTIN STONES,BUSTIN STONES,,,,,,,,EATON SALES AGENT,,,,FINAL FURLONG RACING RICEHORSE AGENT,,,,57000,,https://vimeo.com/853558226?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,542,542,,,,,2/21/2022,1,DKB,C,,Y,,,NY,AUTHENTIC,AUTHENTIC,CABALES,CABALES,PULPIT,PULPIT,,,,,,,,THORNDALE FARM AGENT,,,,CALUMET FARM,,,,140000,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,543,543,,,,,4/24/2022,1,DKB,C,,Y,,,NY,LAOBAN,LAOBAN,CANADIAN RIVER,CANADIAN RIVER,SMART STRIKE,SMART STRIKE,,,,,,,,TAYLOR MADE SALES AGENCY AGENT FOR WALDORF FARM,,,,WEST POINT L.E.B. AGENT,,,,150000,,https://youtu.be/Q6lkkKEla_c,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,544,544,,,,,4/5/2022,1,GRR,C,,Y,,,NY,LIAM'S MAP,LIAM'S MAP,CANARYINACAGE,CANARYINACAGE,MINESHAFT,MINESHAFT,,,,,,,,SUMMERFIELD (FRANCIS & BARBARA VANLANGENDONCK) AGENT,,,,NOT SOLD,,,,37000,,https://vimeo.com/853184879?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,545,545,,,,,5/10/2022,1,GRR,F,,Y,,,NY,DISCO PARTNER,DISCO PARTNER,CAPE COD CAROL,CAPE COD CAROL,ROCKPORT HARBOR,ROCKPORT HARBOR,,,,,,,,BALLYSAX BLOODSTOCK AGENT VI,,,,C.F.E. STABLES,,,,80000,,https://vimeo.com/851379418?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,546,546,,,,,3/7/2022,1,CH,C,,Y,,,NY,MITOLE,MITOLE,CATALINA ISLAND,CATALINA ISLAND,BELONG TO ME,BELONG TO ME,,,,,,,,MCMAHON OF SARATOGA THOROUGHBREDS LLC AGENT,,,,CEDAR MEADOW,,,,40000,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,547,547,,,,,4/5/2022,1,B,F,,Y,,,NY,HONEST MISCHIEF,HONEST MISCHIEF,CATCHA RISING STAR,CATCHA RISING STAR,RED GIANT,RED GIANT,,,,,,,,THORNDALE FARM AGENT,,,,THE ELKSTONE GROUP LLC,,,,35000,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,548,548,,,,,4/6/2022,1,B,C,,Y,,,NY,OMAHA BEACH,OMAHA BEACH,CAVANAUGH PARK (IRE),CAVANAUGH PARK (IRE),GALILEO (IRE),GALILEO (IRE),,,,,,,,LEGACY BLOODSTOCK AGENT II,,,,OUT,,,,0,,HTTPS://VIMEO.COM/853761365?SHARE=COPY (HTTPS://VIMEO.COM/853761365?SHARE=COPY),,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,549,549,,,,,2/20/2022,1,B,C,,Y,,,NY,LIAM'S MAP,LIAM'S MAP,CELTIC HONOR,CELTIC HONOR,HONOR CODE,HONOR CODE,,,,,,,,TAYLOR MADE SALES AGENCY AGENT XV,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,550,550,,,,,4/17/2022,1,DKB,C,,Y,,,NY,MORE THAN READY,MORE THAN READY,CHAMPAGNE THERAPY,CHAMPAGNE THERAPY,FREUD,FREUD,,,,,,,,STRAIGHT LINE EQUINE SALES AGENT,,,,CROWN INVESTMENTS,,,,120000,,https://vimeo.com/851499684?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,551,551,,,,,3/22/2022,1,B,C,,Y,,,NY,SOLOMINI,SOLOMINI,CHEYENNE AUTUMN,CHEYENNE AUTUMN,INDIAN CHARLIE,INDIAN CHARLIE,,,,,,,,HUNTER VALLEY FARM AGENT,,,,REEVES THOROUGHBRED RACING,,,,150000,,https://vimeo.com/850503163?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,552,552,,,,,4/14/2022,1,B,F,,Y,,,NY,GLOBAL CAMPAIGN,GLOBAL CAMPAIGN,CHILDHOOD DREAM,CHILDHOOD DREAM,FREUD,FREUD,,,,,,,,GAINESWAY AGENT II,,,,TOM MCCROCKLIN AGENT,,,,30000,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,553,553,,,,,4/2/2022,1,DKB,F,,Y,,,NY,CLASSIC EMPIRE,CLASSIC EMPIRE,CHOCOLATE SMOOTHIE,CHOCOLATE SMOOTHIE,GHOSTZAPPER,GHOSTZAPPER,,,,,,,,PARAMOUNT SALES AGENT IX,,,,NOT SOLD,,,,45000,,https://vimeo.com/853541424?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,554,554,,,,,4/1/2022,1,DKB,F,,Y,,,NY,MITOLE,MITOLE,CHOICE PLAY,CHOICE PLAY,VINDICATION,VINDICATION,,,,,,,,FOUR STAR SALES AGENT,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,555,555,,,,,3/7/2022,1,DKB,F,,Y,,,NY,BEE JERSEY,BEE JERSEY,CHRISTMAS COVE,CHRISTMAS COVE,MORE THAN READY,MORE THAN READY,,,,,,,,PARAMOUNT SALES AGENT II,,,,TOM MCCROCKLIN AGENT FOR CHAMPION EQUINE,,,,110000,,https://vimeo.com/852840485?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,556,556,,,,,2/27/2022,1,B,F,,Y,,,NY,PRACTICAL JOKE,PRACTICAL JOKE,CLEAN ELEVEN,CLEAN ELEVEN,OFFICER,OFFICER,,,,,,,,STUART MORRIS AGENT FOR WICKES RABANAL & HIGHCLERE INC.,,,,STEVEN WESTON,,,,145000,,https://vimeo.com/853559233?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,557,557,,,,,3/12/2022,1,B,F,,Y,,,NY,MCKINZIE,MCKINZIE,COMIC CITY,COMIC CITY,CITY ZIP,CITY ZIP,,,,,,,,TAYLOR MADE SALES AGENCY AGENT XV,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,558,558,,,,,5/27/2022,1,DKB,C,,Y,,,NY,VIOLENCE,VIOLENCE,COMME CHEZ SOI,COMME CHEZ SOI,EMPIRE MAKER,EMPIRE MAKER,,,,,,,,SUMMERFIELD (FRANCIS & BARBARA VANLANGENDONCK) AGENT FOR OLD TAVERN FARM,,,,MICHAEL MAKER,,,,110000,,https://vimeo.com/853184804?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,559,559,,,,,4/2/2022,1,DKB,C,,Y,,,NY,FLATTER,FLATTER,COMPULSION,COMPULSION,PIONEEROF THE NILE,PIONEEROF THE NILE,,,,,,,,BLAKE-ALBINA THOROUGHBRED SERVICES LLC AGENT I,,,,JOSEPH BUCCI,,,,150000,,https://vimeo.com/850945707,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,560,560,,,,,3/21/2022,1,DKB,F,,Y,,,NY,VOLATILE,VOLATILE,CONSCRIPTION,CONSCRIPTION,WAR FRONT,WAR FRONT,,,,,,,,SETH GREGORY BLOODSTOCK AGENT FOR SCARLET OAK RACING,,,,AJC BLOODSTOCK AGENT FOR JOSEPH M. GRANT,,,,70000,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,561,561,,,,,1/7/2022,1,DKB,C,,Y,,,NY,CENTRAL BANKER,CENTRAL BANKER,COTTONWOOD FALLS,COTTONWOOD FALLS,MALIBU MOON,MALIBU MOON,,,,,,,,VINERY SALES AGENT I,,,,RANDI PERSAUD,,,,15000,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,562,562,,,,,4/10/2022,1,B,F,,Y,,,NY,OUTWORK,OUTWORK,COURAGEOUS ANGEL,COURAGEOUS ANGEL,COURAGEOUS CAT,COURAGEOUS CAT,,,,,,,,SUMMERFIELD (FRANCIS & BARBARA VANLANGENDONCK) AGENT,,,,THREE PLAYERS STABLE,,,,5000,,https://vimeo.com/853552496?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,563,563,,,,,5/9/2022,1,B,C,,Y,,,NY,TWIRLING CANDY,TWIRLING CANDY,COURT DRESS,COURT DRESS,SPEIGHTSTOWN,SPEIGHTSTOWN,,,,,,,,INDIAN CREEK AGENT,,,,OUT,,,,0,,https://vimeo.com/849941061?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,564,564,,,,,3/31/2022,1,B,C,,Y,,,NY,HONEST MISCHIEF,HONEST MISCHIEF,COVE,COVE,PINE BLUFF,PINE BLUFF,,,,,,,,PARAMOUNT SALES AGENT II,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,565,565,,,,,3/9/2022,1,DKB,C,,Y,,,NY,BLAME,BLAME,CRACK YOUR WHIP,CRACK YOUR WHIP,STEPHEN GOT EVEN,STEPHEN GOT EVEN,,,,,,,,SUMMERFIELD (FRANCIS & BARBARA VANLANGENDONCK) AGENT,,,,SOUTH FLORIDA/LARRY MEJIA,,,,30000,,https://vimeo.com/853556999?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,566,566,,,,,4/27/2022,1,B,F,,Y,,,NY,UNION RAGS,UNION RAGS,CUCCIDATI,CUCCIDATI,STREET CRY (IRE),STREET CRY (IRE),,,,,,,,WINTER QUARTER FARM AGENT,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,567,567,,,,,2/16/2022,1,GRR,F,,Y,,,NY,GLOBAL CAMPAIGN,GLOBAL CAMPAIGN,CUELLO DE LUNA,CUELLO DE LUNA,CHEROKEE RUN,CHEROKEE RUN,,,,,,,,SUMMERFIELD (FRANCIS & BARBARA VANLANGENDONCK) AGENT,,,,D J R AGENT,,,,9000,,https://vimeo.com/853556649?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,568,568,,,,,1/28/2022,1,B,F,,Y,,,NY,ECHO TOWN,ECHO TOWN,CULVER MISS,CULVER MISS,ORB,ORB,,,,,,,,STRAIGHT LINE EQUINE SALES AGENT,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,569,569,,,,,3/31/2022,1,B,F,,Y,,,NY,VIOLENCE,VIOLENCE,CURIO,CURIO,BERNARDINI,BERNARDINI,,,,,,,,STRAIGHT LINE EQUINE SALES AGENT,,,,CROWN STABLE,,,,100000,,https://youtu.be/zxb63RVXS-8,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,570,570,,,,,2/18/2022,1,B,F,,Y,,,NY,PAYNTER,PAYNTER,CURLISH FIGURE,CURLISH FIGURE,CURLIN,CURLIN,,,,,,,,ST GEORGE SALES AGENT IV,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,571,571,,,,,1/31/2022,1,B,C,,Y,,,NY,SOLOMINI,SOLOMINI,DANCING ONTHEMOON,DANCING ONTHEMOON,MALIBU MOON,MALIBU MOON,,,,,,,,MCMAHON OF SARATOGA THOROUGHBREDS LLC AGENT,,,,NOT SOLD,,,,50000,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,572,572,,,,,3/9/2022,1,DKB,F,,Y,,,NY,STREET SENSE,STREET SENSE,DARBY BLUSH,DARBY BLUSH,ARCH,ARCH,,,,,,,,SARATOGA GLEN FARM LLC AGENT,,,,GREGORY MARTIN AND MICHAEL SLEZAK,,,,68000,,,,Y,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,573,573,,,,,2/18/2022,1,B,F,,Y,,,NY,MALIBU MOON,MALIBU MOON,DEARLY DECLARED,DEARLY DECLARED,DECLARATION OF WAR,DECLARATION OF WAR,,,,,,,,SUMMERFIELD (FRANCIS & BARBARA VANLANGENDONCK) AGENT,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,574,574,,,,,2/12/2022,1,DKB,C,,Y,,,NY,TWIRLING CANDY,TWIRLING CANDY,DELAY OF GAME,DELAY OF GAME,BERNARDINI,BERNARDINI,,,,,,,,ST GEORGE SALES AGENT I,,,,NOT SOLD,,,,45000,,https://vimeo.com/848685743?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,575,575,,,,,4/16/2022,1,GRR,C,,Y,,,NY,LIAM'S MAP,LIAM'S MAP,DEMOCRAT TAXES,DEMOCRAT TAXES,CATIENUS,CATIENUS,,,,,,,,TAYLOR MADE SALES AGENCY AGENT V,,,,SEAN S. PERL FOR LIBERTY HOUSE REG AND CLUB 65,,,,75000,,https://youtu.be/6g2ChNq7XxM,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,576,576,,,,,5/7/2022,1,B,C,,Y,,,NY,CLASSIC EMPIRE,CLASSIC EMPIRE,DISCREET LADY,DISCREET LADY,DISCREET CAT,DISCREET CAT,,,,,,,,FORT CHRISTOPHER'S THOROUGHBREDS LLC AGENT,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,577,577,,,,,2/27/2022,1,B,C,,Y,,,NY,MCKINZIE,MCKINZIE,DISTORTED NEWS,DISTORTED NEWS,DISTORTED HUMOR,DISTORTED HUMOR,,,,,,,,PARAMOUNT SALES AGENT XV,,,,WEST BLDSTK AGT FOR REPOLE STABLE & TEAM PENNEY,,,,170000,,https://vimeo.com/853154965?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,578,578,,,,,3/30/2022,1,B,C,,Y,,,NY,VINO ROSSO,VINO ROSSO,DOLORES WESTWORLD,DOLORES WESTWORLD,SCAT DADDY,SCAT DADDY,,,,,,,,FORT CHRISTOPHER'S THOROUGHBREDS LLC AGENT,,,,RT RACING,,,,25000,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,579,579,,,,,2/1/2022,1,DKB,F,,Y,,,NY,MAXIMUS MISCHIEF,MAXIMUS MISCHIEF,DONA TIZ,DONA TIZ,TIZNOW,TIZNOW,,,,,,,,TURNING POINT BLOODSTOCK AGENT,,,,JOHN CAPUTO,,,,35000,,https://vimeo.com/852020895?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,580,580,,,,,3/15/2022,1,DKB,C,,Y,,,NY,TOM'S D'ETAT,TOM'S D'ETAT,DONE AND DUSTED,DONE AND DUSTED,BODEMEISTER,BODEMEISTER,,,,,,,,TURNING POINT BLOODSTOCK AGENT,,,,NOT SOLD,,,,32000,,https://vimeo.com/852021257?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,581,581,,,,,2/18/2022,1,CH,F,,Y,,,NY,VINO ROSSO,VINO ROSSO,DON'T RUSH,DON'T RUSH,MALIBU MOON,MALIBU MOON,,,,,,,,LANE'S END AGENT,,,,FRAZIER PLACE LLC,,,,100000,,https://vimeo.com/850011903?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,582,582,,,,,3/8/2022,1,DKB,F,,Y,,,NY,MENDELSSOHN,MENDELSSOHN,DOROTHY'S AURORA,DOROTHY'S AURORA,SIMON PURE,SIMON PURE,,,,,,,,BLUEWATER SALES LLC AGENT,,,,JOE HARDOON AGENT,,,,220000,,https://vimeo.com/852173271,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,583,583,,,,,2/3/2022,1,CH,F,,Y,,,NY,MITOLE,MITOLE,DOWN THE ROAD,DOWN THE ROAD,QUALITY ROAD,QUALITY ROAD,,,,,,,,HIDDEN LAKE FARM LLC AGENT,,,,NOT SOLD,,,,27000,,https://vimeo.com/853874864?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,584,584,,,,,2/4/2022,1,GRR,F,,Y,,,NY,MACLEAN'S MUSIC,MACLEAN'S MUSIC,DOWNTOWN MAMA,DOWNTOWN MAMA,SPEIGHTSTOWN,SPEIGHTSTOWN,,,,,,,,DENALI STUD AGENT FOR LADY SHEILA STABLE III LLC,,,,LEHIGH BLOODSTOCK,,,,170000,,https://vimeo.com/848741865?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,585,585,,,,,2/20/2022,1,CH,C,,Y,,,NY,SPEIGHTSTER,SPEIGHTSTER,DREAMED TO DREAM,DREAMED TO DREAM,DEPUTY WILD CAT,DEPUTY WILD CAT,,,,,,,,DENALI STUD AGENT XIV,,,,LANSDON ROBBINS,,,,80000,,https://vimeo.com/850897145?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,586,586,,,,,3/20/2022,1,DKB,F,,Y,,,NY,TIZ THE LAW,TIZ THE LAW,DREAM WALKING,DREAM WALKING,MIDNIGHT LUTE,MIDNIGHT LUTE,,,,,,,,TURNING POINT BLOODSTOCK AGENT,,,,OUT,,,,0,,https://vimeo.com/852021703?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,587,587,,,,,4/2/2022,1,B,F,,Y,,,NY,CENTRAL BANKER,CENTRAL BANKER,DUCASA,DUCASA,DISCREET CAT,DISCREET CAT,,,,,,,,VINERY SALES AGENT I,,,,TOM MCCROCKLIN AGENT,,,,30000,,,,Y,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,588,588,,,,,4/18/2022,1,B,F,,Y,,,NY,JIMMY CREED,JIMMY CREED,DYNAMIC HOLIDAY,DYNAMIC HOLIDAY,HARLAN'S HOLIDAY,HARLAN'S HOLIDAY,,,,,,,,HUNTER VALLEY FARM AGENT,,,,GRASSROOTS TRN & SALES LLC,,,,50000,,https://vimeo.com/852840612?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,589,589,,,,,2/6/2022,1,B,C,,Y,,,NY,MALIBU MOON,MALIBU MOON,EASTER RISING,EASTER RISING,DECLARATION OF WAR,DECLARATION OF WAR,,,,,,,,WINTER QUARTER FARM AGENT FOR OAK BLUFF STABLE LLC,,,,THREE PLAYERS STABLE,,,,5000,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,590,590,,,,,3/9/2022,1,GRR,F,,Y,,,NY,THOUSAND WORDS,THOUSAND WORDS,EASY GOIN LADY,EASY GOIN LADY,CREATIVE CAUSE,CREATIVE CAUSE,,,,,,,,BLAKE-ALBINA THOROUGHBRED SERVICES LLC AGENT V,,,,NOT SOLD,,,,23000,,https://vimeo.com/850946942,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,591,591,,,,,5/11/2022,1,GRR,C,,Y,,,NY,CITY OF LIGHT,CITY OF LIGHT,EDITH COURT,EDITH COURT,POMEROY,POMEROY,,,,,,,,THORNDALE FARM AGENT,,,,GRAY CREEK RACING,,,,75000,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,592,592,,,,,4/3/2022,1,B,F,,Y,,,NY,BOLT D'ORO,BOLT D'ORO,EGG ROLL,EGG ROLL,KITTEN'S JOY,KITTEN'S JOY,,,,,,,,GAINESWAY AGENT V,,,,THE ELKSTONE GROUP LLC,,,,100000,,https://vimeo.com/852308734/ff4c655755,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,593,593,,,,,3/1/2022,1,B,C,,Y,,,NY,MACLEAN'S MUSIC,MACLEAN'S MUSIC,ELEADORA,ELEADORA,FINALITY,FINALITY,,,,,,,,SUMMERFIELD (FRANCIS & BARBARA VANLANGENDONCK) AGENT,,,,III BEAUTYS THOROUGHBREDS LLC,,,,107000,,https://vimeo.com/853148919?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,594,594,,,,,4/3/2022,1,DKB,F,,Y,,,NY,MO TOWN,MO TOWN,ELECTRIC BOOTS,ELECTRIC BOOTS,BELLAMY ROAD,BELLAMY ROAD,,,,,,,,VINERY SALES AGENT II,,,,NOT SOLD,,,,14000,,https://vimeo.com/853554901?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,595,595,,,,,3/17/2022,1,CH,C,,Y,,,NY,PRACTICAL JOKE,PRACTICAL JOKE,EMOTIONAL WORDS,EMOTIONAL WORDS,CURLIN,CURLIN,,,,,,,,INDIAN CREEK AGENT,,,,RALPH BIANCULLI,,,,100000,,https://vimeo.com/849941171?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,596,596,,,,,4/25/2022,1,CH,C,,Y,,,NY,IMPROBABLE,IMPROBABLE,ESPIRITU,ESPIRITU,GHOSTZAPPER,GHOSTZAPPER,,,,,,,,FOUR STAR SALES AGENT,,,,OUT,,,,0,,https://vimeo.com/849815366?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,597,597,,,,,3/24/2022,1,DKB,F,,Y,,,NY,TWIRLING CANDY,TWIRLING CANDY,ESTILO FEMENINO,ESTILO FEMENINO,MIDNIGHT LUTE,MIDNIGHT LUTE,,,,,,,,SUMMERFIELD (FRANCIS & BARBARA VANLANGENDONCK) AGENT,,,,SGV THOROUGHBREDS LLC,,,,85000,,https://vimeo.com/853148967?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,598,598,,,,,2/13/2022,1,CH,F,,Y,,,NY,MACLEAN'S MUSIC,MACLEAN'S MUSIC,ETINCELLE,ETINCELLE,DYNAFORMER,DYNAFORMER,,,,,,,,HIDDEN LAKE FARM LLC AGENT,,,,OUT,,,,0,,https://vimeo.com/853874791?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,599,599,,,,,1/15/2022,1,B,C,,Y,,,NY,UPSTART,UPSTART,EVANGELINE'S HOPE,EVANGELINE'S HOPE,CITY ZIP,CITY ZIP,,,,,,,,TAYLOR MADE SALES AGENCY AGENT XII,,,,MWG LLC,,,,15000,,https://youtu.be/tI2U2j43uGY,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,600,600,,,,,3/9/2022,1,B,F,,Y,,,NY,BOLT D'ORO,BOLT D'ORO,EVER AWESOME,EVER AWESOME,AWESOME AGAIN,AWESOME AGAIN,,,,,,,,GAINESWAY AGENT III,,,,STEVEN ROCCO,,,,220000,,https://vimeo.com/852308879/c56af7f9fb,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,601,601,,,,,3/31/2022,1,DKB,F,,Y,,,NY,VINO ROSSO,VINO ROSSO,EXTRA IMPACT,EXTRA IMPACT,HONOUR AND GLORY,HONOUR AND GLORY,,,,,,,,BLAKE-ALBINA THOROUGHBRED SERVICES LLC AGENT IV,,,,NOT SOLD,,,,22000,,https://vimeo.com/850947786,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,602,602,,,,,5/9/2022,1,B,C,,Y,,,NY,HONEST MISCHIEF,HONEST MISCHIEF,FABULEUX,FABULEUX,BODEMEISTER,BODEMEISTER,,,,,,,,INDIAN CREEK AGENT,,,,DAN HAYDEN AGENT FOR BLUE DEVIL RACING,,,,145000,,https://vimeo.com/852489112?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,603,603,,,,,2/9/2022,1,B,C,,Y,,,NY,BERNARDINI,BERNARDINI,FALCONESS,FALCONESS,FOREST WILDCAT,FOREST WILDCAT,,,,,,,,ST GEORGE SALES AGENT III,,,,WESLEY WARD,,,,40000,,https://vimeo.com/848777541?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,604,604,,,,,2/24/2022,1,B,F,,Y,,,NY,VINO ROSSO,VINO ROSSO,FEAR THIS,FEAR THIS,GHOSTZAPPER,GHOSTZAPPER,,,,,,,,FORT CHRISTOPHER'S THOROUGHBREDS LLC AGENT,,,,D J R AGENT,,,,45000,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,605,605,,,,,2/13/2022,1,DKB,C,,Y,,,NY,GLOBAL CAMPAIGN,GLOBAL CAMPAIGN,FIFTYPLUSTIP,FIFTYPLUSTIP,THE FACTOR,THE FACTOR,,,,,,,,SARATOGA GLEN FARM LLC AGENT,,,,SHOWING STABLE,,,,60000,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,606,606,,,,,4/1/2022,1,DKB,C,,Y,,,NY,MALIBU MOON,MALIBU MOON,HOLIDAY WISHES,HOLIDAY WISHES,HARLAN'S HOLIDAY,HARLAN'S HOLIDAY,,,,,,,,TURNING POINT BLOODSTOCK AGENT FOR HIDDEN LAKE FARM LLC,,,,JOHN FAHEY AGT.,,,,45000,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,607,607,,,,,5/13/2022,1,GRR,C,,Y,,,NY,VOLATILE,VOLATILE,FIRST CHARMER,FIRST CHARMER,SMART STRIKE,SMART STRIKE,,,,,,,,SUMMERFIELD (FRANCIS & BARBARA VANLANGENDONCK) AGENT,,,,HORSEOLOGY,,,,60000,,https://vimeo.com/853185335?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,608,608,,,,,3/20/2022,1,CH,C,,Y,,,NY,THOUSAND WORDS,THOUSAND WORDS,FIRST HUNTER,FIRST HUNTER,PHILANTHROPIST,PHILANTHROPIST,,,,,,,,HUNTER VALLEY FARM AGENT,,,,HORSEOLOGY,,,,35000,,https://vimeo.com/849983491?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,609,609,,,,,1/27/2022,1,CH,C,,Y,,,NY,SOLOMINI,SOLOMINI,FLASH ACT,FLASH ACT,SKY MESA,SKY MESA,,,,,,,,MCMAHON OF SARATOGA THOROUGHBREDS LLC AGENT,,,,NOT SOLD,,,,45000,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,610,610,,,,,4/28/2022,1,CH,C,,Y,,,NY,IMPROBABLE,IMPROBABLE,FLATTERYWILLGETYOU,FLATTERYWILLGETYOU,FLATTER,FLATTER,,,,,,,,TURNING POINT BLOODSTOCK AGENT,,,,NOT SOLD,,,,42000,,https://vimeo.com/853789814?share=copy,,,T,2022
