SALEYEAR,SALETYPE,SALECODE,SALEDATE,BOOK,DAY,HIP,HIPNUM,HORSE,CHORSE,RATING,TATTOO,DATEFOAL,AGE,COLOR,SEX,GAIT,TYPE,RECORD,ET,ELIG,SIRE,CSIRE,DAM,CDAM,SIREOFDAM,CSIREOFDAM,DAMOFDAM,CDAMOFDAM,DAMTATT,DAMYOF,DDAMTATT,BREDTO,LASTBRED,CONSLNAME,CONSNO,PEMCODE,PURFNAME,PURLNAME,SBCITY,SBSTATE,SBCOUNTRY,PRICE,CURRENCY,URL,NFFM,PRIVATE SALE,BREED,YEARFOAL
2023,Y,23FTSAUG,8/14/2023,1,2,465,465,,,,,4/8/2022,1,B,C,,Y,,,NY,GOLDENCENTS,GOLDENCENTS,TOWN FAIR,TOWN FAIR,SPEIGHTSTOWN,SPEIGHTSTOWN,,,,,,,,TURNING POINT BLOODSTOCK AGENT,,,,CEDAR HILL GROUP,,,,40000,,https://vimeo.com/851780928,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,466,466,,,,,3/27/2022,1,B,C,,Y,,,NY,HONOR A. P.,HONOR A. P.,TRADE AGREEMENT,TRADE AGREEMENT,WILL TAKE CHARGE,WILL TAKE CHARGE,,,,,,,,STRAIGHT LINE EQUINE SALES AGENT,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,467,467,,,,,5/8/2022,1,DKB,C,,Y,,,NY,AMERICAN PHAROAH,AMERICAN PHAROAH,TREBLE,TREBLE,MACHO UNO,MACHO UNO,,,,,,,,SUMMERFIELD (FRANCIS & BARBARA VANLANGENDONCK) AGENT,,,,TRADE WINDS FARM,,,,195000,,https://vimeo.com/853185043?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,468,468,,,,,2/7/2022,1,DKB,C,,Y,,,NY,VIOLENCE,VIOLENCE,TRUE HISTORY,TRUE HISTORY,YES IT'S TRUE,YES IT'S TRUE,,,,,,,,SEQUEL NY AGENT V,,,,KLARAVICH STABLES,,,,280000,,https://vimeo.com/852845019,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,469,469,,,,,4/7/2022,1,CH,C,,Y,,,NY,DIALED IN,DIALED IN,TULIPMANIA,TULIPMANIA,EMPIRE MAKER,EMPIRE MAKER,,,,,,,,DENALI STUD AGENT FOR GALLAGHER'S STUD,,,,NOT SOLD,,,,170000,,https://vimeo.com/853557743?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,470,470,,,,,3/23/2022,1,B,C,,Y,,,NY,VINO ROSSO,VINO ROSSO,TURN AND BERN,TURN AND BERN,BERNARDINI,BERNARDINI,,,,,,,,SEQUEL NY AGENT FOR CHESTER & MARY BROMAN,,,,BLUE ROSE FARM,,,,50000,,https://vimeo.com/852845309,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,471,471,,,,,2/10/2022,1,CH,C,,Y,,,NY,UNION RAGS,UNION RAGS,TUSCANA,TUSCANA,PLEASANT TAP,PLEASANT TAP,,,,,,,,SONG HILL THOROUGHBREDS LLC AGENT,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,472,472,,,,,4/9/2022,1,CH,C,,Y,,,NY,KANTHAROS,KANTHAROS,TWEET STREET,TWEET STREET,QUALITY ROAD,QUALITY ROAD,,,,,,,,SUMMERFIELD (FRANCIS & BARBARA VANLANGENDONCK) AGENT FOR TWIN FARMS,,,,WINDYLEA FARM LLC,,,,40000,,https://vimeo.com/853184967?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,473,473,,,,,2/16/2022,1,B,F,,Y,,,NY,BERNARDINI,BERNARDINI,TWIXT AND SHOUT,TWIXT AND SHOUT,DISCREET CAT,DISCREET CAT,,,,,,,,DENALI STUD AGENT I,,,,TAPROOT FOR CAREM STABLES,,,,220000,,https://vimeo.com/847972902?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,474,474,,,,,2/7/2022,1,DKB,C,,Y,,,NY,TAKE CHARGE INDY,TAKE CHARGE INDY,TWO FOOT UP,TWO FOOT UP,COPELAN TOO,COPELAN TOO,,,,,,,,MARSHALL W. SILVERMAN AGENT,,,,WENDY M KOMLO,,,,15000,,https://vimeo.com/853731615?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,475,475,,,,,5/6/2022,1,CH,C,,Y,,,NY,MACLEAN'S MUSIC,MACLEAN'S MUSIC,ULTIMATE SHOPPER,ULTIMATE SHOPPER,YES IT'S TRUE,YES IT'S TRUE,,,,,,,,PARAMOUNT SALES AGENT V,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,476,476,,,,,3/13/2022,1,B,C,,Y,,,NY,UPSTART,UPSTART,UNGH,UNGH,FLASHBACK,FLASHBACK,,,,,,,,DENALI STUD AGENT IV,,,,NOT SOLD,,,,19000,,https://vimeo.com/853557987?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,477,477,,,,,2/13/2022,1,B,C,,Y,,,NY,KANTHAROS,KANTHAROS,UNLIMITED RESOURCE,UNLIMITED RESOURCE,BROKEN VOW,BROKEN VOW,,,,,,,,TAYLOR MADE SALES AGENCY AGENT XV,,,,C. CLEMENT,,,,75000,,https://vimeo.com/853135000,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,478,478,,,,,4/7/2022,1,B,C,,Y,,,NY,HIGHER POWER,HIGHER POWER,UNREAL BABY,UNREAL BABY,FLATTER,FLATTER,,,,,,,,VINERY SALES AGENT VII,,,,FMQ STABLES,,,,30000,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,479,479,,,,,2/1/2022,1,B,C,,Y,,,NY,BERNARDINI,BERNARDINI,UPLIFTED,UPLIFTED,MEDAGLIA D'ORO,MEDAGLIA D'ORO,,,,,,,,DENALI STUD AGENT XIII,,,,NOT SOLD,,,,19000,,https://vimeo.com/853184927?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,480,480,,,,,4/14/2022,1,B,C,,Y,,,NY,MACLEAN'S MUSIC,MACLEAN'S MUSIC,U. S. S. O'BRIEN,U. S. S. O'BRIEN,EMPIRE MAKER,EMPIRE MAKER,,,,,,,,VINERY SALES AGENT XVII,,,,NOT SOLD,,,,28000,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,481,481,,,,,5/1/2022,1,B,C,,Y,,,NY,THOUSAND WORDS,THOUSAND WORDS,VANTER,VANTER,FLATTER,FLATTER,,,,,,,,VINERY SALES AGENT XV,,,,TOM MCCROCKLIN AGENT,,,,75000,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,482,482,,,,,4/27/2022,1,DKB,F,,Y,,,NY,INSTAGRAND,INSTAGRAND,VISION IN RED,VISION IN RED,MR. GREELEY,MR. GREELEY,,,,,,,,SUMMERFIELD (FRANCIS & BARBARA VANLANGENDONCK) AGENT,,,,NOT SOLD,,,,5000,,https://vimeo.com/853552305?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,483,483,,,,,3/27/2022,1,B,C,,Y,,,NY,SOLOMINI,SOLOMINI,VIVACITAS,VIVACITAS,BERNARDINI,BERNARDINI,,,,,,,,MCMAHON OF SARATOGA THOROUGHBREDS LLC AGENT,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,484,484,,,,,1/20/2022,1,B,F,,Y,,,NY,MO TOWN,MO TOWN,VORTEX ROAD,VORTEX ROAD,QUALITY ROAD,QUALITY ROAD,,,,,,,,GAINESWAY AGENT VI,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,485,485,,,,,5/8/2022,1,B,C,,Y,,,NY,VEKOMA,VEKOMA,WABANAKI,WABANAKI,INDIAN CHARLIE,INDIAN CHARLIE,,,,,,,,TAYLOR MADE SALES AGENCY AGENT LXIII,,,,NOT SOLD,,,,90000,,https://youtu.be/b1izVxeGuec,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,486,486,,,,,2/10/2022,1,DKB,C,,Y,,,NY,MACLEAN'S MUSIC,MACLEAN'S MUSIC,WATER OF LIFE,WATER OF LIFE,HENNESSY,HENNESSY,,,,,,,,TAYLOR MADE SALES AGENCY AGENT XXIII,,,,LEGION BLOODSTOCK AGENT FOR JCE RACING,,,,195000,,https://youtu.be/mpSbJwhYpC8,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,487,487,,,,,3/9/2022,1,DKB,F,,Y,,,NY,IMPROBABLE,IMPROBABLE,WATLING,WATLING,STREET BOSS,STREET BOSS,,,,,,,,TURNING POINT BLOODSTOCK AGENT,,,,OUT,,,,0,,https://vimeo.com/852019722?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,488,488,,,,,5/1/2022,1,B,C,,Y,,,NY,GOLDENCENTS,GOLDENCENTS,WAVE OF GLORY,WAVE OF GLORY,MIDSHIPMAN,MIDSHIPMAN,,,,,,,,GAINESWAY AGENT IV,,,,DIL STABLES,,,,80000,,https://vimeo.com/853488840,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,489,489,,,,,2/16/2022,1,B,F,,Y,,,NY,CLASSIC EMPIRE,CLASSIC EMPIRE,WEST COAST GIRL,WEST COAST GIRL,MEDAGLIA D'ORO,MEDAGLIA D'ORO,,,,,,,,HIDDEN LAKE FARM LLC AGENT,,,,NOT SOLD,,,,30000,,https://vimeo.com/853875138?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,490,490,,,,,4/3/2022,1,DKB,F,,Y,,,NY,HONEST MISCHIEF,HONEST MISCHIEF,WILDCAT BELLE,WILDCAT BELLE,INTIDAB,INTIDAB,,,,,,,,GAINESWAY AGENT VII,,,,NOT SOLD,,,,34000,,https://www.youtube.com/watch?v=GnsZsFSD1Aw,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,491,491,,,,,2/16/2022,1,CH,C,,Y,,,NY,OMAHA BEACH,OMAHA BEACH,WINTRILY,WINTRILY,CARPE DIEM,CARPE DIEM,,,,,,,,SEQUEL NY AGENT II,,,,HRH PRINCE SAUD BIN SALMAN,,,,110000,,https://vimeo.com/852844733,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,492,492,,,,,2/13/2022,1,B,F,,Y,,,NY,UNION RAGS,UNION RAGS,WITH MISCHIEF,WITH MISCHIEF,INTO MISCHIEF,INTO MISCHIEF,,,,,,,,TAYLOR MADE SALES AGENCY AGENT VI,,,,BRONCO BLOODSTOCK,,,,52000,,https://youtu.be/Mai_sHbvK8g,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,493,493,,,,,4/9/2022,1,DKB,F,,Y,,,NY,CENTRAL BANKER,CENTRAL BANKER,YOUMAKEMEBLUSH,YOUMAKEMEBLUSH,VIOLENCE,VIOLENCE,,,,,,,,MCMAHON OF SARATOGA THOROUGHBREDS LLC AGENT,,,,SACKATOGA STABLE LLC,,,,50000,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,494,494,,,,,3/31/2022,1,DKB,C,,Y,,,NY,VINO ROSSO,VINO ROSSO,ABOVE FASHION,ABOVE FASHION,PADDY O'PRADO,PADDY O'PRADO,,,,,,,,FOUR STAR SALES AGENT,,,,MICHAEL MAKER,,,,125000,,https://vimeo.com/852124694?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,495,495,,,,,3/22/2022,1,CH,C,,Y,,,NY,TIZ THE LAW,TIZ THE LAW,ADRIATIC DREAM,ADRIATIC DREAM,WILD DESERT,WILD DESERT,,,,,,,,MCMAHON OF SARATOGA THOROUGHBREDS LLC AGENT,,,,NOVA THOROUGHBRED,,,,50000,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,496,496,,,,,2/13/2022,1,DKB,C,,Y,,,NY,MO TOWN,MO TOWN,ALANA'S ALLURE,ALANA'S ALLURE,SHACKLEFORD,SHACKLEFORD,,,,,,,,TAYLOR MADE SALES AGENCY AGENT LXII,,,,JOE HARDOON AGENT FOR PAUL BRAVERMAN,,,,100000,,https://youtu.be/GfFg1i6On6s,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,497,497,,,,,5/19/2022,1,DKB,F,,Y,,,NY,SPEIGHTSTOWN,SPEIGHTSTOWN,ALPINE SKY,ALPINE SKY,INDIAN CHARLIE,INDIAN CHARLIE,,,,,,,,DENALI STUD AGENT XIII,,,,SCANLON TRAINING & SALES,,,,92000,,https://vimeo.com/853381827?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,498,498,,,,,2/22/2022,1,DKB,C,,Y,,,NY,HONEST MISCHIEF,HONEST MISCHIEF,ALWAYS AND FOREVER,ALWAYS AND FOREVER,BROKEN VOW,BROKEN VOW,,,,,,,,STRAIGHT LINE EQUINE SALES AGENT,,,,BROOKE BUFFKIN/2B EQUINE LLC,,,,18000,,https://vimeo.com/853957382,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,499,499,,,,,4/21/2022,1,DKB,F,,Y,,,NY,MIDSHIPMAN,MIDSHIPMAN,ALWAYS WATCHING,ALWAYS WATCHING,INTO MISCHIEF,INTO MISCHIEF,,,,,,,,TAYLOR MADE SALES AGENCY AGENT XLIII,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,500,500,,,,,4/3/2022,1,DKB,F,,Y,,,NY,CONNECT,CONNECT,AMAZING ZERO,AMAZING ZERO,MAGICIAN (IRE),MAGICIAN (IRE),,,,,,,,STRAIGHT LINE EQUINE SALES AGENT,,,,DICKE RACING J.STEVENS AGT,,,,55000,,https://youtu.be/o7vDrsPH6vw,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,501,501,,,,,4/3/2022,1,CH,F,,Y,,,NY,KITTEN'S JOY,KITTEN'S JOY,ANDRASTE,ANDRASTE,PULPIT,PULPIT,,,,,,,,WINTER QUARTER FARM AGENT,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,502,502,,,,,5/3/2022,1,CH,F,,Y,,,NY,TIZ THE LAW,TIZ THE LAW,ANIMAL APPEAL,ANIMAL APPEAL,LEROIDESANIMAUX (BRZ),LEROIDESANIMAUX (BRZ),,,,,,,,TAYLOR MADE SALES AGENCY AGENT CIV,,,,BELLA RACING,,,,30000,,https://vimeo.com/852158400,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,503,503,,,,,4/19/2022,1,GRR,C,,Y,,,NY,FROSTED,FROSTED,ANJORIE,ANJORIE,A. P JET,A. P JET,,,,,,,,HUNTER VALLEY FARM AGENT,,,,TRIPLE SSS EQUINE,,,,35000,,https://vimeo.com/850502965?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,504,504,,,,,2/6/2022,1,B,F,,Y,,,NY,WAR OF WILL,WAR OF WILL,ANNIE GO LIGHTLY,ANNIE GO LIGHTLY,TAKE CHARGE INDY,TAKE CHARGE INDY,,,,,,,,SEQUEL NY AGENT I,,,,TOM MORLEY AGENT,,,,130000,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,505,505,,,,,4/11/2022,1,DKB,F,,Y,,,NY,GOOD MAGIC,GOOD MAGIC,ANNIE WALKER,ANNIE WALKER,WAR CHANT,WAR CHANT,,,,,,,,LEGACY BLOODSTOCK AGENT,,,,LUGAMO RACING STABLE,,,,100000,,https://vimeo.com/852975998?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,506,506,,,,,4/29/2022,1,GRR,C,,Y,,,NY,HONEST MISCHIEF,HONEST MISCHIEF,ANOTHER WORLD,ANOTHER WORLD,MARIA'S MON,MARIA'S MON,,,,,,,,ST GEORGE SALES AGENT I,,,,THOMAS J GALLO AGT FOR DREAM MAKER RACING,,,,135000,,https://vimeo.com/848781566?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,507,507,,,,,3/10/2022,1,B,F,,Y,,,NY,COMPLEXITY,COMPLEXITY,ANYTHING GOES,ANYTHING GOES,SPEIGHTSTOWN,SPEIGHTSTOWN,,,,,,,,INDIAN CREEK AGENT,,,,TOP HAT LLC,,,,48000,,https://vimeo.com/852489441?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,508,508,,,,,3/24/2022,1,B,F,,Y,,,NY,HONEST MISCHIEF,HONEST MISCHIEF,ARELLA PRINCESS,ARELLA PRINCESS,LIMEHOUSE,LIMEHOUSE,,,,,,,,DENALI STUD AGENT XI,,,,EDDIE WOODS AGENT,,,,50000,,https://vimeo.com/852433439,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,509,509,,,,,3/17/2022,1,B,C,,Y,,,NY,BOLT D'ORO,BOLT D'ORO,AS I PLEASE,AS I PLEASE,MAJESTIC WARRIOR,MAJESTIC WARRIOR,,,,,,,,TURNING POINT BLOODSTOCK AGENT,,,,JANICE CARLISLE,,,,160000,,https://vimeo.com/852020120?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,510,510,,,,,5/8/2022,1,B,C,,Y,,,NY,KANTHAROS,KANTHAROS,ASSURED,ASSURED,EMPIRE MAKER,EMPIRE MAKER,,,,,,,,HIDDEN LAKE FARM LLC AGENT,,,,GINA FENNELL,,,,60000,,https://vimeo.com/853875082?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,511,511,,,,,2/18/2022,1,B,F,,Y,,,NY,MAXIMUS MISCHIEF,MAXIMUS MISCHIEF,AT FIRST SPEIGHT,AT FIRST SPEIGHT,SPEIGHTSTOWN,SPEIGHTSTOWN,,,,,,,,TURNING POINT BLOODSTOCK AGENT,,,,NOT SOLD,,,,17000,,https://vimeo.com/852020463?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,512,512,,,,,5/5/2022,1,DKB,F,,Y,,,NY,TONALIST,TONALIST,AUNTIE'S THE ONE,AUNTIE'S THE ONE,EXCHANGE RATE,EXCHANGE RATE,,,,,,,,NARDELLI SALES AGENT,,,,JOSEPH BUCCI,,,,40000,,https://vimeo.com/853077171?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,513,513,,,,,3/16/2022,1,CH,F,,Y,,,NY,MITOLE,MITOLE,AWESOME CLASS,AWESOME CLASS,AWESOME AGAIN,AWESOME AGAIN,,,,,,,,HIDDEN LAKE FARM LLC AGENT,,,,SOUTH FLORIDA,,,,37000,,https://vimeo.com/853875029?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,514,514,,,,,3/6/2022,1,B,F,,Y,,,NY,CATHOLIC BOY,CATHOLIC BOY,BAJAN BEACH,BAJAN BEACH,SPEIGHTSTOWN,SPEIGHTSTOWN,,,,,,,,HUNTER VALLEY FARM AGENT,,,,LEADING EDGE BLDST. SERVICES,,,,35000,,https://vimeo.com/852840299?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,515,515,,,,,5/2/2022,1,DKB,C,,Y,,,NY,FREUD,FREUD,BALABUSTA,BALABUSTA,TWIRLING CANDY,TWIRLING CANDY,,,,,,,,PARAMOUNT SALES AGENT XVI,,,,CALUMET FARM,,,,40000,,https://vimeo.com/852158356?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,516,516,,,,,3/5/2022,1,B,C,,Y,,,NY,HONEST MISCHIEF,HONEST MISCHIEF,BARBIE ON A BUDGET,BARBIE ON A BUDGET,MINESHAFT,MINESHAFT,,,,,,,,SEQUEL NY AGENT FOR CHESTER & MARY BROMAN,,,,DEUCE GREATHOUSEPURA VIDA 23,,,,100000,,https://vimeo.com/852845782,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,517,517,,,,,2/10/2022,1,B,F,,Y,,,NY,MO TOWN,MO TOWN,BARREL OF JOY,BARREL OF JOY,DISCO RICO,DISCO RICO,,,,,,,,MCMAHON OF SARATOGA THOROUGHBREDS LLC AGENT,,,,NOT SOLD,,,,32000,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,518,518,,,,,2/14/2022,1,DKB,F,,Y,,,NY,GLOBAL CAMPAIGN,GLOBAL CAMPAIGN,BEAUTIFUL ILLUSION,BEAUTIFUL ILLUSION,GHOSTZAPPER,GHOSTZAPPER,,,,,,,,TAYLOR MADE SALES AGENCY AGENT VI,,,,RONALD STEWART,,,,50000,,https://youtu.be/benKV214FWc,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,519,519,,,,,2/18/2022,1,DKB,F,,Y,,,NY,LEOFRIC,LEOFRIC,BEAUTIFUL PEAR,BEAUTIFUL PEAR,STRATEGIC MISSION,STRATEGIC MISSION,,,,,,,,VINERY SALES AGENT XIV,,,,PREPS TO THE PROS RACING STABLES LLC,,,,25000,,,,Y,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,520,520,,,,,4/22/2022,1,DKB,F,,Y,,,NY,LOOKIN AT LUCKY,LOOKIN AT LUCKY,BEDSIDE POSSE,BEDSIDE POSSE,POSSE,POSSE,,,,,,,,HUNTER VALLEY FARM AGENT,,,,RONALD STEWART,,,,100000,,https://vimeo.com/850503093?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,521,521,,,,,3/6/2022,1,B,F,,Y,,,NY,SPUN TO RUN,SPUN TO RUN,A CUT AHEAD,A CUT AHEAD,TIZ WONDERFUL,TIZ WONDERFUL,,,,,,,,GAINESWAY AGENT X,,,,NOT SOLD,,,,77000,,https://vimeo.com/852846229,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,522,522,,,,,2/11/2022,1,DKB,C,,Y,,,NY,NAME CHANGER,NAME CHANGER,BEHRNIK,BEHRNIK,CHIMES BAND,CHIMES BAND,,,,,,,,TURNING POINT BLOODSTOCK AGENT,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,523,523,,,,,4/14/2022,1,GRR,F,,Y,,,NY,VOLATILE,VOLATILE,BELLENEEDSNOSAVING,BELLENEEDSNOSAVING,SUPER SAVER,SUPER SAVER,,,,,,,,SARATOGA GLEN FARM LLC AGENT,,,,BIG D STABLE,,,,50000,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,524,524,,,,,4/15/2022,1,CH,F,,Y,,,NY,SOLOMINI,SOLOMINI,BENE PISTA,BENE PISTA,BERNARDINI,BERNARDINI,,,,,,,,VINERY SALES AGENT VI,,,,WILLIAM J PUNK JR,,,,100000,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,525,525,,,,,1/17/2022,1,GRR,F,,Y,,,NY,LEOFRIC,LEOFRIC,BERTRANDA,BERTRANDA,BOYS AT TOSCONOVA,BOYS AT TOSCONOVA,,,,,,,,TAYLOR MADE SALES AGENCY AGENT XCVIII,,,,MAHONEY EDEN MANOR,,,,30000,,https://youtu.be/yR8ng7Fni28,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,526,526,,,,,3/13/2022,1,DKB,C,,Y,,,NY,TOM'S D'ETAT,TOM'S D'ETAT,BET ON A CHICK,BET ON A CHICK,ALPHABET SOUP,ALPHABET SOUP,,,,,,,,VINERY SALES AGENT FOR WINDHORSE THOROUGHBREDS LLC,,,,NOT SOLD,,,,52000,,https://vimeo.com/853119061?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,527,527,,,,,3/19/2022,1,CH,C,,Y,,,NY,STREET BOSS,STREET BOSS,BIG BENNYS TRIBUTE,BIG BENNYS TRIBUTE,CURLIN,CURLIN,,,,,,,,TURNING POINT BLOODSTOCK AGENT,,,,BRONCO BLOODSTOCK,,,,55000,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,528,528,,,,,5/6/2022,1,DKB,F,,Y,,,NY,VINO ROSSO,VINO ROSSO,BIG THRILL,BIG THRILL,BIG DRAMA,BIG DRAMA,,,,,,,,FORT CHRISTOPHER'S THOROUGHBREDS LLC AGENT,,,,LIZA HENDRIKS BLOODSTOCK,,,,62000,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,529,529,,,,,3/30/2022,1,CH,C,,Y,,,NY,AUDIBLE,AUDIBLE,BITTERROOT,BITTERROOT,NOT FOR LOVE,NOT FOR LOVE,,,,,,,,SUMMERFIELD (FRANCIS & BARBARA VANLANGENDONCK) AGENT,,,,NOT SOLD,,,,29000,,https://vimeo.com/853552634?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,530,530,,,,,5/22/2022,1,B,C,,Y,,,NY,MCKINZIE,MCKINZIE,BLANK SLATE,BLANK SLATE,GIO PONTI,GIO PONTI,,,,,,,,GAINESWAY AGENT I,,,,RT RACING & CYPRESS CREEK,,,,210000,,https://vimeo.com/852308811/66f195b0ac,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,531,531,,,,,4/24/2022,1,B,F,,Y,,,NY,KING FOR A DAY,KING FOR A DAY,BLUE CLARET,BLUE CLARET,BLUEGRASS CAT,BLUEGRASS CAT,,,,,,,,BALLYSAX BLOODSTOCK AGENT VIII,,,,RICEHORSE,,,,5000,,https://vimeo.com/851379492?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,532,532,,,,,4/13/2022,1,B,F,,Y,,,NY,KING FOR A DAY,KING FOR A DAY,BLUE GRASS MARY,BLUE GRASS MARY,BLUEGRASS CAT,BLUEGRASS CAT,,,,,,,,TURNING POINT BLOODSTOCK AGENT,,,,RUDY RODRIGUEZ,,,,25000,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,533,533,,,,,3/7/2022,1,DKB,C,,Y,,,NY,HONEST MISCHIEF,HONEST MISCHIEF,BLUE HEN MADNESS,BLUE HEN MADNESS,ANY GIVEN SATURDAY,ANY GIVEN SATURDAY,,,,,,,,SEQUEL NY AGENT VII,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,534,534,,,,,3/18/2022,1,B,C,,Y,,,NY,CITY OF LIGHT,CITY OF LIGHT,BODEE BEAUTIFUL,BODEE BEAUTIFUL,BODEMEISTER,BODEMEISTER,,,,,,,,TAYLOR MADE SALES AGENCY AGENT XV,,,,NOT SOLD,,,,90000,,https://vimeo.com/853135252,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,535,535,,,,,5/28/2022,1,B,C,,Y,,,NY,VIOLENCE,VIOLENCE,BOOM BOOM VROOM,BOOM BOOM VROOM,ZENSATIONAL,ZENSATIONAL,,,,,,,,PREFERRED EQUINE AGENT,,,,NOT SOLD,,,,45000,,https://vimeo.com/853557342?share=copy,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,536,536,,,,,2/24/2022,1,DKB,C,,Y,,,NY,TIZ THE LAW,TIZ THE LAW,BOURBON ENDOWMENT,BOURBON ENDOWMENT,SKY MESA,SKY MESA,,,,,,,,HIDDEN BROOK AGENT,,,,SACKATOGA STABLE LLC,,,,60000,,https://www.youtube.com/watch?v=d3bAkGqpJtw,,,T,2022
2023,Y,23FTSAUG,8/14/2023,1,2,537,537,,,,,3/20/2022,1,DKB,F,,Y,,,NY,NYQUIST,NYQUIST,BRAND NEW GAME,BRAND NEW GAME,FIRST SAMURAI,FIRST SAMURAI,,,,,,,,C & S THOROUGHBREDS AGENT,,,,LEGION BLOODSTOCK AGENT FOR FILLY SPECIAL,,,,210000,,,,,T,2022
