SALEYEAR,SALETYPE,SALECODE,SALEDATE,BOOK,DAY,HIP,HIPNUM,HORSE,CHORSE,RATING,TATTOO,DATEFOAL,AGE,COLOR,SEX,GAIT,TYPE,RECORD,ET,ELIG,SIRE,CSIRE,DAM,CDAM,SIREOFDAM,CSIREOFDAM,DAMOFDAM,CDAMOFDAM,DAMTATT,DAMYOF,DDAMTATT,BREDTO,LASTBRED,CONLNAME,CONSNO,PEMCODE,PURFNAME,PURLNAME,SBCITY,SBSTATE,SBCOUNTRY,PRICE,CURRENCY,URL,NFFM,PRIVATE SALE,BREED,YEARFOAL
2023,Y,23FTSARMIX,2023-10-17,1,1,109,109,,,,,2023-03-23,0,B,C,,W,,,NY,HEART TO HEART,HEART TO HEART,FOLLOW THE KITTEN,FOLLOW THE KITTEN,KITTEN'S JOY,KITTEN'S JOY,,,,,,VINERY SALES,,VINERY SALES AGENT LV,,,,OUT,,,,0,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,110,110,FORT DRUM,FORT DRUM,,,2018-03-20,5,CH,M,,B,,,FL,DECLARATION OF WAR,DECLARATION OF WAR,APRES SKI,APRES SKI,STORMY ATLANTIC,STORMY ATLANTIC,,,,,,VINERY SALES,,VINERY SALES AGENT IV,,,,NOT SOLD,,,,1000,,,,,T,2018
2023,Y,23FTSARMIX,2023-10-17,1,1,111,111,,,,,2023-03-14,0,B,F,,W,,,NY,MAXIMUM SECURITY,MAXIMUM SECURITY,FORT DRUM,FORT DRUM,DECLARATION OF WAR,DECLARATION OF WAR,,,,,,VINERY SALES,,VINERY SALES AGENT IV,,,,NOT SOLD,,,,1000,,https://vimeo.com/874142591?share=copy,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,112,112,,,,,2023-04-29,0,B,F,,W,,,NY,CENTRAL BANKER,CENTRAL BANKER,FORTHELOVEOF ANNA,FORTHELOVEOF ANNA,PLEASANT TAP,PLEASANT TAP,,,,,,MCMAHON OF SARATOGA THB LLC,,MCMAHON OF SARATOGA THOROUGHBREDS LLC AGENT,,,,OUT,,,,0,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,113,113,,,,,2023-04-28,0,GRR,C,,W,,,NY,KILLYBEGS CAPTAIN,KILLYBEGS CAPTAIN,FREEDOM'S FLAME,FREEDOM'S FLAME,FIRST SAMURAI,FIRST SAMURAI,,,,,,VINERY SALES,,VINERY SALES AGENT,,,,NOT SOLD,,,,3500,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,114,114,FROSTED COOKIE,FROSTED COOKIE,,,2020-03-26,3,B,M,,B,,,KY,FROSTED,FROSTED,LOGIC OF ABSURDITY,LOGIC OF ABSURDITY,BODEMEISTER,BODEMEISTER,,,,,,SARATOGA GLEN FARM LLC,,SARATOGA GLEN FARM AGENT,,,,SHOWCASE STABLES,,,,1000,,,,,T,2020
2023,Y,23FTSARMIX,2023-10-17,1,1,115,115,,,,,2023-01-13,0,DKB,C,,W,,,NY,YAUPON,YAUPON,FROSTIE ANNE,FROSTIE ANNE,FROST GIANT,FROST GIANT,,,,,,VINERY SALES,,VINERY SALES AGENT FOR ROCKRIDGE STUD & SARATOGA GLEN & BEALS RACING,,,,GOOD LUCK FARM,,,,120000,,https://vimeo.com/874455154?share=copy,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,116,116,,,,,2023-04-09,0,B,F,,W,,,NY,SOLOMINI,SOLOMINI,GALE STORM,GALE STORM,DENMAN (AUS),DENMAN (AUS),,,,,,TURNING POINT BLOODSTOCK,,TURNING POINT BLOODSTOCK AGENT,,,,NOT SOLD,,,,1000,,https://vimeo.com/874532594?share=copy,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,117,117,GALIBEAN,GALIBEAN,,,2023-03-15,0,B,F,,W,,,NY,GALILEAN,GALILEAN,BEAN INDISCREET,BEAN INDISCREET,DISCREET CAT,DISCREET CAT,,,,,,HARRY L LANDRY BLOODSTOCK LLC,,HARRY L. LANDRY BLOODSTOCK LLC AGENT,,,,NOT SOLD,,,,9000,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,118,118,GASP,GASP,,,2008-02-10,15,CH,M,,B,,,KY,HENNESSY,HENNESSY,WINNER'S EDGE,WINNER'S EDGE,SEEKING THE GOLD,SEEKING THE GOLD,,,,,,HIDDEN LAKE FARM LLC,,HIDDEN LAKE FARM LLC AGENT,,,,OUT,,,,0,,,,,T,2008
2023,Y,23FTSARMIX,2023-10-17,1,1,119,119,,,,,2023-03-09,0,B,C,,W,,,NY,KNOWN AGENDA,KNOWN AGENDA,GET BUSY LIVING,GET BUSY LIVING,DIALED IN,DIALED IN,,,,,,TURNING POINT BLOODSTOCK,,TURNING POINT BLOODSTOCK AGENT,,,,BIG DOM RACING STABLE,,,,17000,,https://vimeo.com/873167136?share=copy,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,120,120,,,,,2023-02-25,0,B,F,,W,,,NY,ACCELERATE,ACCELERATE,GETTING ON,GETTING ON,TRAPPE SHOT,TRAPPE SHOT,,,,,,SEQUEL NEW YORK,,SEQUEL NEW YORK AGENT IX,,,,NOT SOLD,,,,1000,,https://youtu.be/JNcu91ppDpE,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,121,121,GIANT BLOSSOM,GIANT BLOSSOM,,,2016-03-04,7,B,M,,B,,,PA,GIANT'S CAUSEWAY,GIANT'S CAUSEWAY,COTTON BLOSSOM,COTTON BLOSSOM,BROKEN VOW,BROKEN VOW,,,,,,VINERY SALES,,VINERY SALES AGENT LII,,,,FORTUNE FARM LLC,,,,50000,,,,,T,2016
2023,Y,23FTSARMIX,2023-10-17,1,1,122,122,GIRLABOUTOWN,GIRLABOUTOWN,,,2011-04-10,12,CH,M,,B,,,NY,A.P. INDY,A.P. INDY,CARMANDIA,CARMANDIA,WILD RUSH,WILD RUSH,,,,,,SEQUEL NEW YORK,,SEQUEL NEW YORK AGENT FOR CHESTER AND MARY BROMAN,,,,BARRY OSTRAGER,,,,30000,,,,,T,2011
2023,Y,23FTSARMIX,2023-10-17,1,1,123,123,,,,,2023-03-08,0,B,C,,W,,,NY,CLASSIC EMPIRE,CLASSIC EMPIRE,GIULIA AMMANNATI,GIULIA AMMANNATI,NOBLE MISSION (GB),NOBLE MISSION (GB),,,,,,MCMAHON OF SARATOGA THB LLC,,MCMAHON OF SARATOGA THOROUGHBREDS LLC AGENT FOR ANDY & SUSAN BEADNELL,,,,OUT,,,,0,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,124,124,,,,,2023-03-27,0,B,F,,W,,,NY,TAPITURE,TAPITURE,GLITZY LADY,GLITZY LADY,LIAISON,LIAISON,,,,,,LILI KOBIELSKI,,THE NEW HILL FARM AGENT,,,,OUT,,,,0,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,125,125,GOIAS (IRE),GOIAS (IRE),,,2016-04-02,7,B,M,,B,,,IRE,HARD SPUN,HARD SPUN,GENUINE QUALITY,GENUINE QUALITY,ELUSIVE QUALITY,ELUSIVE QUALITY,,,,,,HIDDEN LAKE FARM LLC,,HIDDEN LAKE FARM LLC AGENT,,,,OUT,,,,0,,,,,T,2016
2023,Y,23FTSARMIX,2023-10-17,1,1,126,126,,,,,2023-03-26,0,B,F,,W,,,NY,FOG OF WAR,FOG OF WAR,GOIAS (IRE),GOIAS (IRE),HARD SPUN,HARD SPUN,,,,,,HIDDEN LAKE FARM LLC,,HIDDEN LAKE FARM LLC AGENT,,,,NOT SOLD,,,,1000,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,127,127,,,,,2023-02-21,0,B,F,,W,,,NY,HIGHER POWER,HIGHER POWER,GOLD ANKLET,GOLD ANKLET,LEMON DROP KID,LEMON DROP KID,,,,,,TURNING POINT BLOODSTOCK,,TURNING POINT BLOODSTOCK AGENT,,,,4 X 4 RACING STABLE,,,,10000,,https://vimeo.com/874534816?share=copy,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,128,128,,,,,2023-02-13,0,B,F,,W,,,NY,BEAU LIAM,BEAU LIAM,GOLDWORK,GOLDWORK,OUTWORK,OUTWORK,,,,,,TURNING POINT BLOODSTOCK,,TURNING POINT BLOODSTOCK AGENT,,,,RAMIRO SALAZAR AGENT,,,,7500,,https://vimeo.com/873163820?share=copy,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,129,129,,,,,2023-04-13,0,B,C,,W,,,NY,OMAHA BEACH,OMAHA BEACH,GOODN'READY,GOODN'READY,MORE THAN READY,MORE THAN READY,,,,,,SEQUEL NEW YORK,,SEQUEL NEW YORK AGENT X,,,,OUT,,,,0,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,130,130,GRACEFUL LIGHT,GRACEFUL LIGHT,,,2013-03-08,10,CH,M,,B,,,PA,SILVER TRAIN,SILVER TRAIN,MONKTON MISS,MONKTON MISS,OUT OF PLACE,OUT OF PLACE,,,,,,LEGACY BLOODSTOCK,,LEGACY BLOODSTOCK AGENT I,,,,NOT SOLD,,,,1000,,,,,T,2013
2023,Y,23FTSARMIX,2023-10-17,1,1,131,131,,,,,2023-04-23,0,B,F,,W,,,NY,KING FOR A DAY,KING FOR A DAY,GRAND KISSES,GRAND KISSES,GRAND REWARD,GRAND REWARD,,,,,,TURNING POINT BLOODSTOCK,,TURNING POINT BLOODSTOCK AGENT,,,,OUT,,,,0,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,132,132,GREATER GLORY,GREATER GLORY,,,2015-02-04,8,B,M,,B,,,KY,INTO MISCHIEF,INTO MISCHIEF,GREELEY'S GEISHA,GREELEY'S GEISHA,MR. GREELEY,MR. GREELEY,,,,,,VINERY SALES,,VINERY SALES AGENT XLV,,,,ARKOF FARM,,,,3000,,,,,T,2015
2023,Y,23FTSARMIX,2023-10-17,1,1,133,133,,,,,2023-02-21,0,CH,F,,W,,,NY,KNOWN AGENDA,KNOWN AGENDA,GREELEY GREELEY,GREELEY GREELEY,MR. GREELEY,MR. GREELEY,,,,,,SEQUEL NEW YORK,,SEQUEL NEW YORK AGENT VII,,,,NOT SOLD,,,,27000,,https://youtu.be/Mmectm9vGJE,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,134,134,,,,,2023-02-10,0,B,C,,W,,,NY,MITOLE,MITOLE,GRETCHEN,GRETCHEN,CONVEYANCE,CONVEYANCE,,,,,,STUART MORRIS,,STUART MORRIS AGENT FOR HIGHCLERE,,,,BRONCO BLOODSTOCK,,,,90000,,https://www.youtube.com/watch?v=ntVs_SIdyS4&list=PLQwjqm7md6-yImLFwX6oVAgjLCkHikRU4&index=6,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,135,135,GRIMPANTE,GRIMPANTE,,,2017-02-17,6,DKB,M,,B,,,KY,EMPIRE MAKER,EMPIRE MAKER,GLYCINE,GLYCINE,PULPIT,PULPIT,,,,,,VINERY SALES,,VINERY SALES AGENT XXIII,,,,ARKOF FARM,,,,2000,,,,,T,2017
2023,Y,23FTSARMIX,2023-10-17,1,1,136,136,,,,,2023-02-05,0,B,C,,W,,,NY,KING FOR A DAY,KING FOR A DAY,HALDANE,HALDANE,RAFFIE'S MAJESTY,RAFFIE'S MAJESTY,,,,,,LEGACY BLOODSTOCK,,LEGACY BLOODSTOCK AGENT,,,,OUT,,,,0,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,137,137,HAPPY AS YOU GO,HAPPY AS YOU GO,,,2018-04-16,5,DKB,M,,B,,,OHIO,MOBIL,MOBIL,PRESERVATION HALL,PRESERVATION HALL,DIXIELAND BAND,DIXIELAND BAND,,,,,,LILI KOBIELSKI,,THE NEW HILL FARM,,,,OUT,,,,0,,,,,T,2018
2023,Y,23FTSARMIX,2023-10-17,1,1,138,138,,,,,2023-04-08,0,DKB,F,,W,,,NY,TACITUS,TACITUS,HEAVENLY VISION,HEAVENLY VISION,FORESTRY,FORESTRY,,,,,,MICHAEL OLIVETO,,HIBISCUS SALES,,,,OUT,,,,0,,https://vimeo.com/871914453,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,139,139,,,,,2023-04-06,0,CH,C,,W,,,NY,IMPROBABLE,IMPROBABLE,HEAVEN'S HUMOR,HEAVEN'S HUMOR,DROSSELMEYER,DROSSELMEYER,,,,,,MCMAHON OF SARATOGA THB LLC,,MCMAHON OF SARATOGA THOROUGHBREDS LLC AGENT,,,,OUT,,,,0,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,140,140,,,,,2023-03-31,0,B,C,,W,,,NY,MITOLE,MITOLE,HELOTES,HELOTES,PAYNTER,PAYNTER,,,,,,TURNING POINT BLOODSTOCK,,TURNING POINT BLOODSTOCK AGENT,,,,JOSE PIETRI,,,,10000,,https://vimeo.com/873160428?share=copy,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,141,141,,,,,2023-04-22,0,B,C,,W,,,NY,RAGING BULL (FR),RAGING BULL (FR),HENNYVILLE,HENNYVILLE,HENNY HUGHES,HENNY HUGHES,,,,,,VINERY SALES,,VINERY SALES AGENT XXXVI,,,,OUT,,,,0,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,142,142,,,,,2023-05-20,0,B,C,,W,,,NY,KING FOR A DAY,KING FOR A DAY,HIGHER INCENTIVE,HIGHER INCENTIVE,FREUD,FREUD,,,,,,GARY & LAUREL LEAST,,FOGGY BOTTOM FARM AGENT,,,,NOT SOLD,,,,1000,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,143,143,,,,,2023-03-05,0,B,F,,W,,,NY,COMBATANT,COMBATANT,HIGH FLYING ADORE,HIGH FLYING ADORE,FUSAICHI PEGASUS,FUSAICHI PEGASUS,,,,,,VINERY SALES,,VINERY SALES AGENT XXXVIII,,,,FAST HORSES,,,,8000,,https://vimeo.com/874455129?share=copy,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,144,144,,,,,2023-03-16,0,DKB,F,,W,,,NY,MO TOWN,MO TOWN,HIGH PITCH,HIGH PITCH,MEDAGLIA D'ORO,MEDAGLIA D'ORO,,,,,,SEQUEL NEW YORK,,SEQUEL NEW YORK AGENT XI,,,,TIN MAN STABLE,,,,10000,,https://youtu.be/KN_2ZtJFP_M,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,145,145,HIKARU,HIKARU,,,2019-01-26,4,DKB,M,,B,,,NY,FIRST SAMURAI,FIRST SAMURAI,ELATHA,ELATHA,MALIBU MOON,MALIBU MOON,,,,,,HIDDEN LAKE FARM LLC,,HIDDEN LAKE FARM LLC AGENT,,,,OUT,,,,0,,,,,T,2019
2023,Y,23FTSARMIX,2023-10-17,1,1,146,146,,,,,2023-03-18,0,B,C,,W,,,NY,WAR DANCER,WAR DANCER,HONOR BELLE,HONOR BELLE,HONOR CODE,HONOR CODE,,,,,,VINERY SALES,,VINERY SALES AGENT LI,,,,NOT SOLD,,,,4000,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,147,147,HUMMINGBIRD HILL,HUMMINGBIRD HILL,,,2010-03-27,13,CH,M,,B,,,KY,TAPIT,TAPIT,SHOP HERE,SHOP HERE,DEHERE,DEHERE,,,,,,HIDDEN LAKE FARM LLC,,HIDDEN LAKE FARM LLC AGENT,,,,NOT SOLD,,,,1000,,,,,T,2010
2023,Y,23FTSARMIX,2023-10-17,1,1,148,148,I'M ALREADY TAKEN,I'M ALREADY TAKEN,,,2019-04-05,4,B,F,,B,,,FL,KHOZAN,KHOZAN,FUTURE STORY,FUTURE STORY,TALE OF THE CAT,TALE OF THE CAT,,,,,,VINERY SALES,,VINERY SALES AGENT L,,,,NOT SOLD,,,,1000,,,,,T,2019
2023,Y,23FTSARMIX,2023-10-17,1,1,149,149,IMNOBODYSFOOL,IMNOBODYSFOOL,,,2023-04-01,0,B,F,,W,,,NY,CLASSIC EMPIRE,CLASSIC EMPIRE,QUEENARDINI,QUEENARDINI,BERNARDINI,BERNARDINI,,,,,,VINERY SALES,,VINERY SALES AGENT XXVIII,,,,OUT,,,,0,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,150,150,,,,,2023-03-10,0,B,F,,W,,,NY,CENTRAL BANKER,CENTRAL BANKER,IMPISHNESS,IMPISHNESS,INTO MISCHIEF,INTO MISCHIEF,,,,,,MCMAHON OF SARATOGA THB LLC,,MCMAHON OF SARATOGA THOROUGHBREDS LLC AGENT,,,,NOT SOLD,,,,8000,,https://vimeo.com/874650319?share=copy,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,151,151,,,,,2023-03-07,0,B,F,,W,,,NY,KNOWN AGENDA,KNOWN AGENDA,INDY MUSIC,INDY MUSIC,MACLEAN'S MUSIC,MACLEAN'S MUSIC,,,,,,SEQUEL NEW YORK,,SEQUEL NEW YORK AGENT I,,,,SHEPHERD EQUINE ADVISORS AGT   FOR INTERNATIONAL EQUINE LLC,,,,30000,,https://youtu.be/FFJfSjt-APQ,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,152,152,,,,,2023-02-26,0,CH,C,,W,,,NY,INSTAGRAND,INSTAGRAND,INTERLACE,INTERLACE,DECLARATION OF WAR,DECLARATION OF WAR,,,,,,SEQUEL NEW YORK,,SEQUEL NEW YORK AGENT XII,,,,MARY SUE STABLES,,,,52000,,https://youtu.be/WAB1Ei0pa_Q,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,153,153,INTO THE SOUTH,INTO THE SOUTH,,,2016-04-09,7,B,M,,B,,,KY,INTO MISCHIEF,INTO MISCHIEF,SOUTHBOUND,SOUTHBOUND,SOUTHERN IMAGE,SOUTHERN IMAGE,,,,,,VINERY SALES,,VINERY SALES AGENT FOR HEAD OF PLAINS LLC,,,,MCMAHON AND HILL BLOOSTOCK AGT,,,,12000,,,,,T,2016
2023,Y,23FTSARMIX,2023-10-17,1,1,154,154,,,,,2023-02-14,0,B,F,,W,,,NY,INDEPENDENCE HALL,INDEPENDENCE HALL,INTO VICTORY,INTO VICTORY,INTO MISCHIEF,INTO MISCHIEF,,,,,,TURNING POINT BLOODSTOCK,,TURNING POINT BLOODSTOCK AGENT,,,,CYPRESSHEAD RACING,,,,30000,,https://vimeo.com/873156732?share=copy,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,155,155,,,,,2023-03-26,0,DKB,C,,W,,,NY,FLAMEAWAY,FLAMEAWAY,ISLE GET READY,ISLE GET READY,MORE THAN READY,MORE THAN READY,,,,,,MCMAHON OF SARATOGA THB LLC,,MCMAHON OF SARATOGA THOROUGHBREDS LLC AGENT,,,,ATLANTIC B/S,,,,17000,,https://vimeo.com/874650349?share=copy,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,156,156,,,,,2023-03-24,0,B,C,,W,,,NY,KING FOR A DAY,KING FOR A DAY,ITS A CHANCE,ITS A CHANCE,STONESIDER,STONESIDER,,,,,,VINERY SALES,,VINERY SALES AGENT IX,,,,OUT,,,,0,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,157,157,,,,,2023-03-15,0,B,C,,W,,,NY,MAXIMUS MISCHIEF,MAXIMUS MISCHIEF,J. A. CURLIN,J. A. CURLIN,CURLIN,CURLIN,,,,,,TURNING POINT BLOODSTOCK,,TURNING POINT BLOODSTOCK AGENT,,,,RAMIRO SALAZAR AGENT,,,,7500,,https://vimeo.com/874537806?share=copy,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,158,158,,,,,2023-04-16,0,B,F,,W,,,NY,HONEST MISCHIEF,HONEST MISCHIEF,J C S STAR,J C S STAR,FREUD,FREUD,,,,,,VINERY SALES,,VINERY SALES AGENT FOR LARRY BOTTING,,,,DEAN PURDOM,,,,1500,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,159,159,,,,,2023-05-13,0,B,F,,W,,,NY,BOLT D'ORO,BOLT D'ORO,JETBIRD,JETBIRD,WILDCAT HEIR,WILDCAT HEIR,,,,,,SEQUEL NEW YORK,,SEQUEL NEW YORK AGENT II,,,,OUT,,,,0,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,160,160,,,,,2023-04-25,0,CH,C,,W,,,NY,TACITUS,TACITUS,JUDICIARY,JUDICIARY,UNION RAGS,UNION RAGS,,,,,,SARATOGA GLEN FARM LLC,,SARATOGA GLEN FARM AGENT FOR STEPHEN M. VIOLA & SARATOGA GLEN FARM LLC,,,,OWL STABLE,,,,30000,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,161,161,,,,,2023-04-05,0,B,F,,W,,,NY,MITOLE,MITOLE,JUST HATTIE,JUST HATTIE,QUALITY ROAD,QUALITY ROAD,,,,,,LILI KOBIELSKI,,THE NEW HILL FARM AGENT,,,,CF FARM,,,,50000,,https://vimeo.com/873888513?share=copy,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,162,162,,,,,2023-03-04,0,B,C,,W,,,NY,GALILEAN,GALILEAN,JUST PERFECT,JUST PERFECT,THEWAYYOUARE,THEWAYYOUARE,,,,,,HARRY L LANDRY BLOODSTOCK LLC,,HARRY L. LANDRY BLOODSTOCK LLC AGENT,,,,ATLANTIC B/S,,,,10000,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,163,163,,,,,2023-04-11,0,CH,F,,W,,,NY,KNOWN AGENDA,KNOWN AGENDA,KATS GIRL CALA,KATS GIRL CALA,LEMON DROP KID,LEMON DROP KID,,,,,,LILI KOBIELSKI,,THE NEW HILL FARM AGENT,,,,NOT SOLD,,,,17000,,https://vimeo.com/873888472?share=copy,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,164,164,KAZIMIERZ,KAZIMIERZ,,,2023-03-21,0,B,C,,W,,,NY,KING FOR A DAY,KING FOR A DAY,NORTHERN ANALYST,NORTHERN ANALYST,FREUD,FREUD,,,,,,VINERY SALES,,VINERY SALES AGENT VIII,,,,NOT SOLD,,,,4000,,https://youtu.be/XuTugOIYhYU,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,165,165,,,,,2023-01-26,0,B,F,,W,,,NY,MODERNIST,MODERNIST,KENTUCKY DANCER,KENTUCKY DANCER,HAYNESFIELD,HAYNESFIELD,,,,,,TURNING POINT BLOODSTOCK,,TURNING POINT BLOODSTOCK AGENT,,,,CHIP LAWRENCE STABLE,,,,15000,,https://vimeo.com/873152872?share=copy,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,166,166,,,,,2023-01-31,0,B,C,,W,,,NY,HONEST MISCHIEF,HONEST MISCHIEF,KEWLAND,KEWLAND,DIXIELAND BAND,DIXIELAND BAND,,,,,,VINERY SALES,,VINERY SALES AGENT XLIV,,,,OUT,,,,0,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,167,167,KING SINGH,KING SINGH,,,2023-03-26,0,CH,C,,W,,,NY,COUNTRY HOUSE,COUNTRY HOUSE,DANCE BY EM,DANCE BY EM,TAPIT,TAPIT,,,,,,HARRY L LANDRY BLOODSTOCK LLC,,HARRY L. LANDRY BLOODSTOCK LLC AGENT,,,,BERGEN STABLES,,,,15000,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,168,168,,,,,2023-04-16,0,B,C,,W,,,NY,FOG OF WAR,FOG OF WAR,KISS THE LADY,KISS THE LADY,QUIET AMERICAN,QUIET AMERICAN,,,,,,HIDDEN LAKE FARM LLC,,HIDDEN LAKE FARM LLC AGENT,,,,OUT,,,,0,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,169,169,KITTY FOYLE,KITTY FOYLE,,,2015-04-20,8,GRR,M,,B,,,KY,TAPIT,TAPIT,LAVENDER SKY,LAVENDER SKY,MT. LIVERMORE,MT. LIVERMORE,,,,,,HIDDEN LAKE FARM LLC,,HIDDEN LAKE FARM LLC AGENT,,,,HIDDEN LAKE FARM LLC & THOMAS FAMILY ENTERPSRISE LLC,,,,10000,,,,,T,2015
2023,Y,23FTSARMIX,2023-10-17,1,1,170,170,,,,,2023-03-12,0,B,F,,W,,,NY,MENDELSSOHN,MENDELSSOHN,KITTY FOYLE,KITTY FOYLE,TAPIT,TAPIT,,,,,,HIDDEN LAKE FARM LLC,,HIDDEN LAKE FARM LLC AGENT,,,,OUT,,,,0,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,171,171,,,,,2023-04-15,0,B,C,,W,,,NY,MIDNIGHT LUTE,MIDNIGHT LUTE,LA CONDESA,LA CONDESA,FREUD,FREUD,,,,,,VINERY SALES,,VINERY SALES AGENT XXX,,,,WINDYLEA FARM LLC,,,,52000,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,172,172,,,,,2023-05-02,0,B,C,,W,,,NY,CENTRAL BANKER,CENTRAL BANKER,LADY DAPHNE,LADY DAPHNE,HARLAN'S HOLIDAY,HARLAN'S HOLIDAY,,,,,,MCMAHON OF SARATOGA THB LLC,,MCMAHON OF SARATOGA THOROUGHBREDS LLC AGENT,,,,OUT,,,,0,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,173,173,,,,,2023-02-11,0,B,C,,W,,,NY,MO TOWN,MO TOWN,LADY ON HOLIDAY,LADY ON HOLIDAY,HARLAN'S HOLIDAY,HARLAN'S HOLIDAY,,,,,,HIDDEN LAKE FARM LLC,,HIDDEN LAKE FARM LLC AGENT,,,,BRONCO BLOODSTOCK,,,,25000,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,174,174,LADY OVERBOARD,LADY OVERBOARD,,,2013-04-18,10,B,M,,B,,,OHIO,MIDSHIPMAN,MIDSHIPMAN,TICKY TACKY,TICKY TACKY,CONQUISTADOR CIELO,CONQUISTADOR CIELO,,,,,,VINERY SALES,,VINERY SALES AGENT XLVIII,,,,OUT,,,,0,,,,,T,2013
2023,Y,23FTSARMIX,2023-10-17,1,1,175,175,,,,,2023-02-13,0,GRR,C,,W,,,NY,HONEST MISCHIEF,HONEST MISCHIEF,LAPSANG,LAPSANG,SMOKE GLACKEN,SMOKE GLACKEN,,,,,,LILI KOBIELSKI,,THE NEW HILL FARM AGENT,,,,GOOD LUCK FARM,,,,23000,,https://vimeo.com/874606471?share=copy,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,176,176,LEFTY CANNON,LEFTY CANNON,,,2019-04-06,4,B,M,,B,,,KY,TWIRLING CANDY,TWIRLING CANDY,CONQUESTA,CONQUESTA,EMPIRE MAKER,EMPIRE MAKER,,,,,,VINERY SALES,,VINERY SALES AGENT FOR HEAD OF PLAINS LLC,,,,NOT SOLD,,,,1000,,,,,T,2019
2023,Y,23FTSARMIX,2023-10-17,1,1,177,177,,,,,2023-02-15,0,B,F,,W,,,NY,MAXIMUS MISCHIEF,MAXIMUS MISCHIEF,LEMON DROP KITTY,LEMON DROP KITTY,LEMON DROP KID,LEMON DROP KID,,,,,,TURNING POINT BLOODSTOCK,,TURNING POINT BLOODSTOCK AGENT,,,,MARY SUE STABLES,,,,43000,,https://vimeo.com/874540314?share=copy,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,178,178,LET'S GO BABY,LET'S GO BABY,,,2016-03-09,7,DKB,M,,B,,,KY,MIDNIGHT LUTE,MIDNIGHT LUTE,HOT ATTRACTION,HOT ATTRACTION,PULPIT,PULPIT,,,,,,INDIAN CREEK FARM,,INDIAN CREEK AGENT,,,,RACHID BROTHERS,,,,20000,,,,,T,2016
