SALEYEAR,SALETYPE,SALECODE,SALEDATE,BOOK,DAY,HIP,HIPNUM,HORSE,CHORSE,RATING,TATTOO,DATEFOAL,AGE,COLOR,SEX,GAIT,TYPE,RECORD,ET,ELIG,SIRE,CSIRE,DAM,CDAM,SIREOFDAM,CSIREOFDAM,DAMOFDAM,CDAMOFDAM,DAMTATT,DAMYOF,DDAMTATT,BREDTO,LASTBRED,CONLNAME,CONSNO,PEMCODE,PURFNAME,PURLNAME,SBCITY,SBSTATE,SBCOUNTRY,PRICE,CURRENCY,URL,NFFM,PRIVATE SALE,BREED,YEARFOAL
2023,Y,23FTSARMIX,2023-10-17,1,1,40,40,,,,,2023-04-08,0,DKB,C,,W,,,NY,INDEPENDENCE HALL,INDEPENDENCE HALL,BLISSFULLY,BLISSFULLY,MACHO UNO,MACHO UNO,,,,,,TURNING POINT BLOODSTOCK,,TURNING POINT BLOODSTOCK AGENT,,,,CYPRESS HEAD RACING,,,,27000,,https://vimeo.com/873169476?share=copy,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,41,41,,,,,2023-05-06,0,B,C,,W,,,NY,HIGHER POWER,HIGHER POWER,BLUE CLARET,BLUE CLARET,BLUEGRASS CAT,BLUEGRASS CAT,,,,,,VINERY SALES,,VINERY SALES AGENT FOR LARRY BOTTING,,,,DEAN PURDOM,,,,5000,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,42,42,,,,,2023-02-15,0,B,C,,W,,,NY,MODERNIST,MODERNIST,BLUEGRASS ELLIE,BLUEGRASS ELLIE,BLUEGRASS CAT,BLUEGRASS CAT,,,,,,SARATOGA GLEN FARM LLC,,SARATOGA GLEN FARM AGENT,,,,OUT,,,,0,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,43,43,,,,,2023-02-10,0,B,F,,W,,,NY,MORE THAN READY,MORE THAN READY,BOATLOADOFNERVE,BOATLOADOFNERVE,MAGICIAN (IRE),MAGICIAN (IRE),,,,,,TURNING POINT BLOODSTOCK,,TURNING POINT BLOODSTOCK AGENT,,,,TRIPLE SSS EQUINE,,,,26000,,https://vimeo.com/874523162?share=copy,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,44,44,,,,,2023-04-22,0,B,C,,W,,,NY,COMBATANT,COMBATANT,BOBBY'S BRICKHOUSE,BOBBY'S BRICKHOUSE,BOB AND JOHN,BOB AND JOHN,,,,,,VINERY SALES,,VINERY SALES AGENT FOR LARRY BOTTING,,,,ORACLE BLOODSTOCK AGENT,,,,17000,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,45,45,,,,,2023-01-31,0,B,F,,W,,,KY,MCKINZIE,MCKINZIE,BONNY BELL,BONNY BELL,SUPER SAVER,SUPER SAVER,,,,,,SEQUEL NEW YORK,,SEQUEL NEW YORK AGENT VIII,,,,OUT,,,,0,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,46,46,,,,,2023-04-19,0,B,F,,W,,,NY,GOOD SAMARITAN,GOOD SAMARITAN,BRIGHT LINE,BRIGHT LINE,FUSAICHI PEGASUS,FUSAICHI PEGASUS,,,,,,VINERY SALES,,VINERY SALES AGENT XLII,,,,NOT SOLD,,,,12000,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,47,47,,,,,2023-03-09,0,B,C,,W,,,NY,VINO ROSSO,VINO ROSSO,BRIGHTLY MINE,BRIGHTLY MINE,DISCREETLY MINE,DISCREETLY MINE,,,,,,TURNING POINT BLOODSTOCK,,TURNING POINT BLOODSTOCK AGENT,,,,REEVES THOROUGHBRED RACING,,,,45000,,https://vimeo.com/874525719?share=copy,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,48,48,BRISTOL'S BROOKE,BRISTOL'S BROOKE,,,2015-05-05,8,GRR,M,,B,,,KY,SPEIGHTSTOWN,SPEIGHTSTOWN,CULINARY,CULINARY,EL AMANTE,EL AMANTE,,,,,,LILI KOBIELSKI,,THE NEW HILL FARM AGENT,,,,FORTUNE FARM LLC,,,,20000,,,,,T,2015
2023,Y,23FTSARMIX,2023-10-17,1,1,49,49,,,,,2023-04-06,0,GRR,F,,W,,,NY,CODE OF HONOR,CODE OF HONOR,BRISTOL'S BROOKE,BRISTOL'S BROOKE,SPEIGHTSTOWN,SPEIGHTSTOWN,,,,,,LILI KOBIELSKI,,THE NEW HILL FARM AGENT,,,,MAIN ST PARTNERS,,,,15000,,https://vimeo.com/874602287?share=copy,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,50,50,,,,,2023-03-25,0,B,F,,W,,,NY,SOLOMINI,SOLOMINI,BROAD CAUSEWAY,BROAD CAUSEWAY,GIANT'S CAUSEWAY,GIANT'S CAUSEWAY,,,,,,TURNING POINT BLOODSTOCK,,TURNING POINT BLOODSTOCK AGENT,,,,OUT,,,,0,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,51,51,BUBBA'S PUTTER,BUBBA'S PUTTER,,,2020-02-16,3,B,M,,B,,,NY,BERNARDINI,BERNARDINI,HIGH PITCH,HIGH PITCH,MEDAGLIA D'ORO,MEDAGLIA D'ORO,,,,,,SEQUEL NEW YORK,,SEQUEL NEW YORK AGENT XI,,,,HARRY L LANDRY,,,,5000,,https://youtu.be/tigd4Rz-Fog,,,T,2020
2023,Y,23FTSARMIX,2023-10-17,1,1,52,52,CABALES,CABALES,,,2009-05-05,14,DKB,M,,B,,,KY,PULPIT,PULPIT,MUDSLINGER,MUDSLINGER,EL GRAN SENOR,EL GRAN SENOR,,,,,,VINERY SALES,,VINERY SALES AGENT XXI,,,,NOT SOLD,,,,48000,,,,,T,2009
2023,Y,23FTSARMIX,2023-10-17,1,1,53,53,CALI FITZ,CALI FITZ,,,2018-02-25,5,CH,M,,B,,,NY,CALIFORNIA CHROME,CALIFORNIA CHROME,FITZ JUST RIGHT,FITZ JUST RIGHT,SEATTLE FITZ (ARG),SEATTLE FITZ (ARG),,,,,,HIDDEN LAKE FARM LLC,,HIDDEN LAKE FARM LLC AGENT,,,,NOT SOLD,,,,1000,,,,,T,2018
2023,Y,23FTSARMIX,2023-10-17,1,1,54,54,,,,,2023-03-21,0,GRR,F,,W,,,NY,CARAVAGGIO,CARAVAGGIO,CALI FITZ,CALI FITZ,CALIFORNIA CHROME,CALIFORNIA CHROME,,,,,,HIDDEN LAKE FARM LLC,,HIDDEN LAKE FARM LLC AGENT,,,,OUT,,,,0,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,55,55,,,,,2023-03-31,0,B,F,,W,,,NY,HONEST MISCHIEF,HONEST MISCHIEF,CARIBE D'ORO,CARIBE D'ORO,MEDAGLIA D'ORO,MEDAGLIA D'ORO,,,,,,VINERY SALES,,VINERY SALES AGENT FOR MAJESTIC VIEW FARMS INT'L,,,,RICE HORSE,,,,5000,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,56,56,,,,,2023-04-03,0,B,C,,W,,,NY,COMBATANT,COMBATANT,CARLISLE BELLE,CARLISLE BELLE,MACHO UNO,MACHO UNO,,,,,,VINERY SALES,,VINERY SALES AGENT XLVII,,,,OUT,,,,0,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,57,57,,,,,2023-02-21,0,B,F,,W,,,NY,MODERNIST,MODERNIST,CAUSIN' TROUBLE,CAUSIN' TROUBLE,NOBLE CAUSEWAY,NOBLE CAUSEWAY,,,,,,VINERY SALES,,VINERY SALES AGENT FOR WINDHORSE THOROUGHBREDS LLC,,,,ANGEL ORDONEZ,,,,12000,,https://vimeo.com/872928313?share=copy,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,58,58,,,,,2023-04-01,0,B,F,,W,,,NY,HONEST MISCHIEF,HONEST MISCHIEF,CELEBRATE NOW,CELEBRATE NOW,STREET CRY (IRE),STREET CRY (IRE),,,,,,SEQUEL NEW YORK,,SEQUEL NEW YORK AGENT IV,,,,OUT,,,,0,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,59,59,CELTIC SUNRISE,CELTIC SUNRISE,,,2011-03-17,12,B,M,,B,,,NY,FREUD,FREUD,UPPITY,UPPITY,COLONY LIGHT,COLONY LIGHT,,,,,,VINERY SALES,,VINERY SALES AGENT VII,,,,MAPLETON THOROUGHBRED FARM,,,,8000,,,,,T,2011
2023,Y,23FTSARMIX,2023-10-17,1,1,60,60,CHAMPAGNE THERAPY,CHAMPAGNE THERAPY,,,2013-03-30,10,DKB,M,,B,,,NY,FREUD,FREUD,SCOTTISH BUBBLY,SCOTTISH BUBBLY,CHEROKEE RUN,CHEROKEE RUN,,,,,,VINERY SALES,,VINERY SALES AGENT LIII,,,,FIRST MELODY RACING LLC,,,,4000,,https://vimeo.com/872885164?share=copy,,,T,2013
2023,Y,23FTSARMIX,2023-10-17,1,1,61,61,,,,,2023-05-23,0,DKB,C,,W,,,NY,MORE THAN READY,MORE THAN READY,CHAMPAGNE THERAPY,CHAMPAGNE THERAPY,FREUD,FREUD,,,,,,VINERY SALES,,VINERY SALES AGENT LIV,,,,UNDERDOG STABLES,,,,70000,,https://vimeo.com/872926319?share=copy,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,62,62,CHARITABLE LINK,CHARITABLE LINK,,,2015-04-30,8,B,M,,B,,,KY,DATA LINK,DATA LINK,RULE ONE,RULE ONE,STREET CRY (IRE),STREET CRY (IRE),,,,,,STUART MORRIS,,STUART MORRIS AGENT FOR WALDORF FARM,,,,NOT SOLD,,,,5000,,https://www.youtube.com/watch?v=1HMsH5NzoAw&list=PLQwjqm7md6-yImLFwX6oVAgjLCkHikRU4&index=2,,,T,2015
2023,Y,23FTSARMIX,2023-10-17,1,1,63,63,,,,,2023-02-12,0,B,C,,W,,,NY,CONNECT,CONNECT,CHARITABLE LINK,CHARITABLE LINK,DATA LINK,DATA LINK,,,,,,STUART MORRIS,,STUART MORRIS AGENT FOR WALDORF FARM,,,,NOT SOLD,,,,34000,,https://www.youtube.com/watch?v=voLq8xhCe6w&list=PLQwjqm7md6-yImLFwX6oVAgjLCkHikRU4&index=8,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,64,64,,,,,2023-02-16,0,B,C,,W,,,NY,VIOLENCE,VIOLENCE,CHATILLON,CHATILLON,GHOSTZAPPER,GHOSTZAPPER,,,,,,LILI KOBIELSKI,,THE NEW HILL FARM AGENT,,,,WINDYLEA FARM LLC,,,,49000,,https://vimeo.com/874597888?share=copy,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,65,65,CHIC STREET,CHIC STREET,,,2013-03-02,10,DKB,M,,B,,,KY,STREET SENSE,STREET SENSE,MONDENSCHEIN,MONDENSCHEIN,BRAHMS,BRAHMS,,,,,,STUART MORRIS,,STUART MORRIS AGENT V,,,,NOT SOLD,,,,1000,,,,,T,2013
2023,Y,23FTSARMIX,2023-10-17,1,1,66,66,,,,,2023-02-11,0,DKB,F,,W,,,NY,MAJESTIC CITY,MAJESTIC CITY,CHIC STREET,CHIC STREET,STREET SENSE,STREET SENSE,,,,,,STUART MORRIS,,STUART MORRIS AGENT V,,,,OUT,,,,0,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,67,67,CHINA RIDER,CHINA RIDER,,,2014-03-06,9,B,M,,B,,,ON,MAJESTIC WARRIOR,MAJESTIC WARRIOR,SMART ANGEL,SMART ANGEL,SMART STRIKE,SMART STRIKE,,,,,,VINERY SALES,,VINERY SALES AGENT XLIX,,,,CALIBURN FARM & PHOENIX FARM & RACING,,,,25000,,,,,T,2014
2023,Y,23FTSARMIX,2023-10-17,1,1,68,68,,,,,2023-03-30,0,B,C,,W,,,NY,MENDELSSOHN,MENDELSSOHN,CHINA RIDER,CHINA RIDER,MAJESTIC WARRIOR,MAJESTIC WARRIOR,,,,,,VINERY SALES,,VINERY SALES AGENT XLIX,,,,OUT,,,,0,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,69,69,CIMBRIA,CIMBRIA,,,2009-04-06,14,B,M,,B,,,KY,WAR FRONT,WAR FRONT,BRIG,BRIG,TWO PUNCH,TWO PUNCH,,,,,,MCMAHON OF SARATOGA THB LLC,,MCMAHON OF SARATOGA THOROUGHBREDS LLC AGENT,,,,NOT SOLD,,,,4500,,,,,T,2009
2023,Y,23FTSARMIX,2023-10-17,1,1,70,70,,,,,2023-03-06,0,B,C,,W,,,NY,SOLOMINI,SOLOMINI,CIRCUS LIFE,CIRCUS LIFE,MORE THAN READY,MORE THAN READY,,,,,,VINERY SALES,,VINERY SALES AGENT III,,,,REEVES THOROUGHBRED RACING,,,,30000,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,71,71,CITY SECTION,CITY SECTION,,,2013-03-08,10,B,M,,B,,,KY,CITY ZIP,CITY ZIP,CATCH A WARNING,CATCH A WARNING,CAVEAT,CAVEAT,,,,,,MCMAHON OF SARATOGA THB LLC,,MCMAHON OF SARATOGA THOROUGHBREDS LLC AGENT,,,,NOT SOLD,,,,2000,,,,,T,2013
2023,Y,23FTSARMIX,2023-10-17,1,1,72,72,,,,,2023-02-28,0,B,F,,W,,,NY,MAXIMUM SECURITY,MAXIMUM SECURITY,CITY SECTION,CITY SECTION,CITY ZIP,CITY ZIP,,,,,,MCMAHON OF SARATOGA THB LLC,,MCMAHON OF SARATOGA THOROUGHBREDS LLC AGENT,,,,OUT,,,,0,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,73,73,,,,,2023-04-18,0,B,F,,W,,,NY,INDEPENDENCE HALL,INDEPENDENCE HALL,CLOUD JUMPER,CLOUD JUMPER,STREET CRY (IRE),STREET CRY (IRE),,,,,,SEQUEL NEW YORK,,SEQUEL NEW YORK AGENT XIV,,,,OUT,,,,0,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,74,74,COOL SPRING,COOL SPRING,,,2015-04-02,8,DKB,M,,B,,,LA,CONCORD POINT,CONCORD POINT,THISTLE BEAR,THISTLE BEAR,GATORS N BEARS,GATORS N BEARS,,,,,,LILI KOBIELSKI,,THE NEW HILL FARM,,,,K.O.I.D. CO LTD,,,,9000,,https://vimeo.com/873909191?share=copy,,,T,2015
2023,Y,23FTSARMIX,2023-10-17,1,1,75,75,COURAGEISAMAJORITY,COURAGEISAMAJORITY,,,2012-01-30,11,B,M,,B,,,NY,MEDAGLIA D'ORO,MEDAGLIA D'ORO,HOSTESS,HOSTESS,CHESTER HOUSE,CHESTER HOUSE,,,,,,VINERY SALES,,VINERY SALES AGENT LVIII,,,,NOT SOLD,,,,13000,,,,,T,2012
2023,Y,23FTSARMIX,2023-10-17,1,1,76,76,,,,,2023-04-24,0,CH,C,,W,,,NY,CENTRAL BANKER,CENTRAL BANKER,COURTLY LARK,COURTLY LARK,SHAKESPEARE,SHAKESPEARE,,,,,,MCMAHON OF SARATOGA THB LLC,,MCMAHON OF SARATOGA THOROUGHBREDS LLC AGENT,,,,OUT,,,,0,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,77,77,COURT OF LOVE,COURT OF LOVE,,,2014-04-15,9,B,M,,B,,,KY,LEMON DROP KID,LEMON DROP KID,AQUITAINE,AQUITAINE,EMPIRE MAKER,EMPIRE MAKER,,,,,,SEQUEL NEW YORK,,SEQUEL NEW YORK AGENT VI,,,,NOT SOLD,,,,29000,,https://youtu.be/UKIoJzVnuL4,,,T,2014
2023,Y,23FTSARMIX,2023-10-17,1,1,78,78,,,,,2023-04-04,0,B,C,,W,,,NY,INSTAGRAND,INSTAGRAND,COURT OF LOVE,COURT OF LOVE,LEMON DROP KID,LEMON DROP KID,,,,,,SEQUEL NEW YORK,,SEQUEL NEW YORK AGENT VI,,,,BL TRANSPORT,,,,40000,,https://youtu.be/2d_9qHV8lXE,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,79,79,,,,,2023-04-29,0,B,C,,W,,,NY,MODERNIST,MODERNIST,DANCE I CAN,DANCE I CAN,ROARING FEVER,ROARING FEVER,,,,,,VINERY SALES,,VINERY SALES AGENT FOR LARRY BOTTING,,,,NOT SOLD,,,,9000,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,80,80,,,,,2023-04-16,0,B,F,,W,,,NY,SOLOMINI,SOLOMINI,DARLING MAMBO,DARLING MAMBO,BROAD BRUSH,BROAD BRUSH,,,,,,HIDDEN LAKE FARM LLC,,HIDDEN LAKE FARM LLC AGENT,,,,WELLSPRING STABLES,,,,10000,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,81,81,,,,,2023-03-05,0,DKB,F,,W,,,NY,GALILEAN,GALILEAN,DAWN LIGHTNING,DAWN LIGHTNING,THE FACTOR,THE FACTOR,,,,,,MCMAHON OF SARATOGA THB LLC,,MCMAHON OF SARATOGA THOROUGHBREDS LLC AGENT,,,,REEVES THOROUGHBRED RACING,,,,80000,,https://vimeo.com/874650291?share=copy,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,82,82,,,,,2023-03-29,0,B,F,,W,,,NY,HONEST MISCHIEF,HONEST MISCHIEF,DEEPLY ANALYTICAL,DEEPLY ANALYTICAL,MAJESTIC CITY,MAJESTIC CITY,,,,,,HIDDEN LAKE FARM LLC,,HIDDEN LAKE FARM LLC AGENT,,,,NOT SOLD,,,,1000,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,83,83,DEJAS TOO,DEJAS TOO,,,2018-02-10,5,B,M,,B,,,ON,AMI'S HOLIDAY,AMI'S HOLIDAY,UNFORGETTABLE TOO,UNFORGETTABLE TOO,YOU AND I,YOU AND I,,,,,,STUART MORRIS,,STUART MORRIS AGENT I,,,,HIGHCLERE INC,,,,15000,,https://www.youtube.com/watch?v=3XTpwcyYT74&list=PLQwjqm7md6-yImLFwX6oVAgjLCkHikRU4&index=3,,,T,2018
2023,Y,23FTSARMIX,2023-10-17,1,1,84,84,,,,,2023-02-28,0,CH,C,,W,,,NY,FROSTED,FROSTED,DELIGHTFUL MOMENT,DELIGHTFUL MOMENT,UNCLE MO,UNCLE MO,,,,,,MCMAHON OF SARATOGA THB LLC,,MCMAHON OF SARATOGA THOROUGHBREDS LLC AGENT,,,,OUT,,,,0,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,85,85,,,,,2023-05-12,0,B,F,,W,,,NY,GALILEAN,GALILEAN,DEVIOUS CHIC,DEVIOUS CHIC,HARLAN'S HOLIDAY,HARLAN'S HOLIDAY,,,,,,MCMAHON OF SARATOGA THB LLC,,MCMAHON OF SARATOGA THOROUGHBREDS LLC AGENT,,,,ORANGE HAT,,,,3500,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,86,86,,,,,2023-05-05,0,B,C,,W,,,NY,KING FOR A DAY,KING FOR A DAY,DIXIE GEM,DIXIE GEM,STONESIDER,STONESIDER,,,,,,VINERY SALES,,VINERY SALES AGENT XLIII,,,,OUT,,,,0,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,87,87,,,,,2023-04-13,0,B,C,,W,,,NY,CENTRAL BANKER,CENTRAL BANKER,DOWNDRAFT,DOWNDRAFT,WARRIOR'S REWARD,WARRIOR'S REWARD,,,,,,RHAPSODY FARM LLC,,RHAPSODY FARM LLC AGENT,,,,ELEVATOR BLOODSTOCK,,,,33000,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,88,88,DOWN THE ROAD,DOWN THE ROAD,,,2016-04-03,7,DKB,M,,B,,,KY,QUALITY ROAD,QUALITY ROAD,HISHI ASPEN,HISHI ASPEN,FORESTRY,FORESTRY,,,,,,HIDDEN LAKE FARM LLC,,HIDDEN LAKE FARM LLC AGENT,,,,KIANNA WESTFALL,,,,1000,,,,,T,2016
2023,Y,23FTSARMIX,2023-10-17,1,1,89,89,,,,,2023-02-26,0,B,F,,W,,,NY,YAUPON,YAUPON,DOWNTOWN DARIA,DOWNTOWN DARIA,SKY MESA,SKY MESA,,,,,,SARATOGA GLEN FARM LLC,,SARATOGA GLEN FARM AGENT,,,,MWG. LLC,,,,125000,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,90,90,,,,,2023-03-04,0,B,F,,W,,,NY,COMBATANT,COMBATANT,DRAMA MAMA,DRAMA MAMA,CENTURY CITY (IRE),CENTURY CITY (IRE),,,,,,LILI KOBIELSKI,,THE NEW HILL FARM AGENT,,,,CYPRESS HEAD RACING,,,,15000,,https://vimeo.com/873888620?share=copy,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,91,91,,,,,2023-01-27,0,DKB,C,,W,,,NY,MEDAGLIA D'ORO,MEDAGLIA D'ORO,EARTH SHAKING,EARTH SHAKING,WAR FRONT,WAR FRONT,,,,,,VINERY SALES,,VINERY SALES AGENT XXVI,,,,MACHMER HALL,,,,125000,,https://vimeo.com/872928167?share=copy,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,92,92,,,,,2023-02-25,0,B,F,,W,,,NY,DIALED IN,DIALED IN,ENDURINGLY,ENDURINGLY,GHOSTZAPPER,GHOSTZAPPER,,,,,,VINERY SALES,,VINERY SALES AGENT XLVI,,,,WELLSPRING STABLES,,,,45000,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,93,93,E PIRATESS UNUM,E PIRATESS UNUM,,,2019-01-21,4,B,M,,B,,,KY,UNIFIED,UNIFIED,RACHEL WALL,RACHEL WALL,BLAME,BLAME,,,,,,MCMAHON OF SARATOGA THB LLC,,MCMAHON OF SARATOGA THOROUGHBREDS LLC AGENT,,,,OUT,,,,0,,,,,T,2019
2023,Y,23FTSARMIX,2023-10-17,1,1,94,94,EPONA'S DREAM,EPONA'S DREAM,,,2018-02-27,5,CH,M,,B,,,NY,ORB,ORB,ICE COOL KITTY,ICE COOL KITTY,TOMORROWS CAT,TOMORROWS CAT,,,,,,VINERY SALES,,VINERY SALES AGENT IV,,,,NOT SOLD,,,,14000,,,,,T,2018
2023,Y,23FTSARMIX,2023-10-17,1,1,95,95,ETINCELLE,ETINCELLE,,,2006-03-09,17,B,M,,B,,,KY,DYNAFORMER,DYNAFORMER,MAGICAL FLASH,MAGICAL FLASH,MISWAKI,MISWAKI,,,,,,HIDDEN LAKE FARM LLC,,HIDDEN LAKE FARM LLC AGENT,,,,MAPLETON THOROUGHBRED FARM,,,,3500,,,,,T,2006
2023,Y,23FTSARMIX,2023-10-17,1,1,96,96,,,,,2023-03-26,0,DKB,C,,W,,,NY,BOLT D'ORO,BOLT D'ORO,EVER AWESOME,EVER AWESOME,AWESOME AGAIN,AWESOME AGAIN,,,,,,LILI KOBIELSKI,,THE NEW HILL FARM AGENT,,,,FIRE BRIGADE BLOODSTOCK,,,,45000,,https://vimeo.com/873888581?share=copy,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,97,97,,,,,2023-03-22,0,B,F,,W,,,NY,MAXIMUS MISCHIEF,MAXIMUS MISCHIEF,EXCHANGE FUNDS,EXCHANGE FUNDS,SPEIGHTSTOWN,SPEIGHTSTOWN,,,,,,TURNING POINT BLOODSTOCK,,TURNING POINT BLOODSTOCK AGENT,,,,WELLSPRING STABLES LLC,,,,35000,,https://vimeo.com/874527742?share=copy,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,98,98,,,,,2023-05-04,0,CH,F,,W,,,NY,COMBATANT,COMBATANT,EXTRA EFFORT,EXTRA EFFORT,FLASHBACK,FLASHBACK,,,,,,MCMAHON OF SARATOGA THB LLC,,MCMAHON OF SARATOGA THOROUGHBREDS LLC AGENT,,,,NOT SOLD,,,,1000,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,99,99,FANCY BLUFF,FANCY BLUFF,,,2019-01-25,4,DKB,M,,B,,,KY,UNIFIED,UNIFIED,FASCINATE,FASCINATE,CURLIN,CURLIN,,,,,,INDIAN CREEK FARM,,INDIAN CREEK AGENT,,,,OUT,,,,0,,,,,T,2019
2023,Y,23FTSARMIX,2023-10-17,1,1,100,100,,,,,2023-03-12,0,B,C,,W,,,NY,PRACTICAL JOKE,PRACTICAL JOKE,FANCY BLUFF,FANCY BLUFF,UNIFIED,UNIFIED,,,,,,INDIAN CREEK FARM,,INDIAN CREEK AGENT,,,,OUT,,,,0,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,101,101,,,,,2023-03-31,0,B,F,,W,,,NY,KING FOR A DAY,KING FOR A DAY,FASHION SHOW,FASHION SHOW,STREET CRY (IRE),STREET CRY (IRE),,,,,,TURNING POINT BLOODSTOCK,,TURNING POINT BLOODSTOCK AGENT,,,,OUT,,,,0,,https://vimeo.com/874530355?share=copy,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,102,102,FENNICA,FENNICA,,,2008-03-08,15,B,M,,B,,,KY,EMPIRE MAKER,EMPIRE MAKER,STELLARIA,STELLARIA,ROBERTO,ROBERTO,,,,,,HIDDEN LAKE FARM LLC,,HIDDEN LAKE FARM LLC AGENT,,,,OUT,,,,0,,,,,T,2008
2023,Y,23FTSARMIX,2023-10-17,1,1,103,103,,,,,2023-04-06,0,B,C,,W,,,NY,MENDELSSOHN,MENDELSSOHN,FENNICA,FENNICA,EMPIRE MAKER,EMPIRE MAKER,,,,,,HIDDEN LAKE FARM LLC,,HIDDEN LAKE FARM LLC AGENT,,,,OUT,,,,0,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,104,104,FINDERS KEY,FINDERS KEY,,,2009-02-25,14,B,M,,B,,,KY,DISCREET CAT,DISCREET CAT,IMPERIAL REIGN,IMPERIAL REIGN,INDIAN CHARLIE,INDIAN CHARLIE,,,,,,SONG HILL THOROUGHBREDS LLC,,SONG HILL THOROUGHBREDS LLC AGENT,,,,SONG HILL THOROUGHBRED,,,,5500,,,,,T,2009
2023,Y,23FTSARMIX,2023-10-17,1,1,105,105,,,,,2023-02-28,0,B,F,,W,,,NY,KING FOR A DAY,KING FOR A DAY,FIRM AND GRACIOUS,FIRM AND GRACIOUS,STONESIDER,STONESIDER,,,,,,SEQUEL NEW YORK,,SEQUEL NEW YORK AGENT FOR BARONE'S SUNNY CREST FARM,,,,TIN MAN STABLE,,,,1000,,,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,106,106,,,,,2023-04-21,0,DKB,C,,W,,,NY,KNOWN AGENDA,KNOWN AGENDA,FIRST VALENTINE,FIRST VALENTINE,FLATTER,FLATTER,,,,,,VINERY SALES,,VINERY SALES AGENT FOR ROCKRIDGE STUD & CHESAPEAKE FARM,,,,AMERMAN RACING LLC,,,,55000,,https://vimeo.com/874455176?share=copy,,,T,2023
2023,Y,23FTSARMIX,2023-10-17,1,1,107,107,FITNESS FOR OFFICE (IRE),FITNESS FOR OFFICE (IRE),,,2018-04-29,5,B,M,,B,,,IRE,INTELLO (GER),INTELLO (GER),WAIT AND SEE (FR),WAIT AND SEE (FR),MONTJEU (IRE),MONTJEU (IRE),,,,,,INDIAN CREEK FARM,,INDIAN CREEK AGENT,,,,SULIMAN BLOODSTOCK,,,,2000,,,,,T,2018
2023,Y,23FTSARMIX,2023-10-17,1,1,108,108,,,,,2023-01-26,0,B,C,,W,,,NY,KING FOR A DAY,KING FOR A DAY,FLASHY NOTE,FLASHY NOTE,CATIENUS,CATIENUS,,,,,,MCMAHON OF SARATOGA THB LLC,,MCMAHON OF SARATOGA THOROUGHBREDS LLC AGENT,,,,NOT SOLD,,,,1000,,,,,T,2023
