SALEYEAR,SALETYPE,SALECODE,SALEDATE,BOOK,DAY,HIP,HIPNUM,HORSE,CHORSE,RATING,TATTOO,DATEFOAL,AGE,COLOR,SEX,GAIT,TYPE,RECORD,ET,ELIG,SIRE,CSIRE,DAM,CDAM,SIREOFDAM,CSIREOFDAM,DAMOFDAM,CDAMOFDAM,DAMTATT,DAMYOF,DDAMTATT,BREDTO,LASTBRED,CONLNAME,CONSNO,PEMCODE,PURFNAME,PURLNAME,SBCITY,SBSTATE,SBCOUNTRY,PRICE,CURRENCY,URL,NFFM,PRIVATESALE,BREED,YEARFOAL
2019,Y,KEESEPT19,2019-09-14,2,5,1220,1220,Cease and Desist,Cease and Desist,,,,,B,F,,Y,,,,Into Mischief,Into Mischief,Imprecation,Imprecation,,,,,,,,,,"St. George Sales, Agent XXX ",,,,"Mike Ryan, Agent",,,,410000,,,,,T,
2019,Y,KEESEPT19,2019-09-14,2,5,1221,1221,Nimer's N C I,Nimer's N C I,,,,,B,C,,Y,,,,Carpe Diem,Carpe Diem,Indian Charm,Indian Charm,,,,,,,,,,"Warrendale Sales, Agent for Sandra Sexton and Silver Fern Farm",,,,Steven Dwoskin,,,,40000,,,,,T,
2019,Y,KEESEPT19,2019-09-14,2,5,1222,1222,Rush to Honor,Rush to Honor,,,,,DB/BR,C,,Y,,,,Honor Code,Honor Code,Indian Rush,Indian Rush,,,,,,,,,,"Paramount Sales, Agent for Pine Ridge Stables, Ltd. ",,,,Out,,,,0,,,,,T,
2019,Y,KEESEPT19,2019-09-14,2,5,1223,1223,Soar,Soar,,,,,CH,C,,Y,,,,Speightstown,Speightstown,Indyniable,Indyniable,,,,,,,,,,Lakland Sales ,,,,Taproot Bloodstock,,,,230000,,,,,T,
2019,Y,KEESEPT19,2019-09-14,2,5,1224,1224,Partner's Hope,Partner's Hope,,,,,B,C,,Y,,,,More Than Ready,More Than Ready,Insearchofadream (IRE),Insearchofadream (IRE),,,,,,,,,,"Candy Meadows Sales, Agent I ",,,,"Kenneth McPeek, Agent",,,,150000,,,,,T,
2019,Y,KEESEPT19,2019-09-14,2,5,1225,1225,Defeater,Defeater,,,,,CH,C,,Y,,,,Union Rags,Union Rags,Internal Affair,Internal Affair,,,,,,,,,,"Royal Oak Farm (Damian & Braxton Lynch), Agent ",,,,Ace King Stables,,,,210000,,,,,T,
2019,Y,KEESEPT19,2019-09-14,2,5,1226,1226,H. T. Xena,H. T. Xena,,,,,DB/BR,F,,Y,,,,Honor Code,Honor Code,Involved,Involved,,,,,,,,,,"Betz Thoroughbreds, Inc., Agent ",,,,H M A Equine,,,,40000,,,,,T,
2019,Y,KEESEPT19,2019-09-14,2,5,1227,1227,Swiftsure,Swiftsure,,,,,DB/BR,C,,Y,,,,Uncle Mo,Uncle Mo,Island Saint,Island Saint,,,,,,,,,,"Taylor Made Sales Agency, Agent for Siena Farm LLC ",,,,"R.N.A. (95,000)",,,,,,,,,T,
2019,Y,KEESEPT19,2019-09-14,2,5,1228,1228,Striking Chrome,Striking Chrome,,,,,B,F,,Y,,,,California Chrome,California Chrome,Island Striker,Island Striker,,,,,,,,,,"Vinery Sales, Agent XXXVIII ",,,,"R.N.A. (60,000)",,,,,,,,,T,
2019,Y,KEESEPT19,2019-09-14,2,5,1229,1229,Fashion Icon,Fashion Icon,,,,,CH,F,,Y,,,,Kitten's Joy,Kitten's Joy,I Think So,I Think So,,,,,,,,,,"Taylor Made Sales Agency, Agent CCIII ",,,,"R.N.A. (65,000)",,,,,,,,,T,
2019,Y,KEESEPT19,2019-09-14,2,5,1230,1230,,,,,,,B,C,,Y,,,,Declaration of War,Declaration of War,Jack's Flame,Jack's Flame,,,,,,,,,,"Paramount Sales, Agent LXXXV ",,,,"Margaret O'Toole, Agent",,,,75000,,,,,T,
