SALEYEAR,SALETYPE,SALECODE,SALEDATE,BOOK,DAY,HIP,HIPNUM,HORSE,CHORSE,RATING,TATTOO,DATEFOAL,AGE,COLOR,SEX,GAIT,TYPE,RECORD,ET,ELIG,SIRE,CSIRE,DAM,CDAM,SIREOFDAM,CSIREOFDAM,DAMOFDAM,CDAMOFDAM,DAMTATT,DAMYOF,DDAMTATT,BREDTO,LASTBRED,CONLNAME,CONSNO,PEMCODE,PURFNAME,PURLNAME,SBCITY,SBSTATE,SBCOUNTRY,PRICE,CURRENCY,URL,NFFM,PRIVATESALE,BREED,YEARFOAL
2019,Y,KEENOV19,2019-11-15,6,10,3770,3770,Justasmalltowngirl,Justasmalltowngirl,,,2019-01-19,4,B,F,,W,,,,Greenpointcrusader,Greenpointcrusader,Waitingforaspark,Waitingforaspark,,,,,,,,,,"Darby Dan Farm, Agent XV ",,,,Out,,,,0,,,,,T,2019
2019,Y,KEENOV19,2019-11-15,6,10,3771,3771,R Admiral,R Admiral,,,2019-01-28,4,DB/BR,C,,W,,,,Astern (AUS),Astern (AUS),Walkinforkisses,Walkinforkisses,,,,,,,,,,"Kaizen Sales (Richard Kent), Agent ",,,,Out,,,,0,,,,,T,2019
2019,Y,KEENOV19,2019-11-15,6,10,3772,3772,War Alert,War Alert,,,2012-02-07,11,B,M,,B,,,,War Front,War Front,Pastel Gal,Pastel Gal,,,,,,,,,,"Pope McLean (Crestwood Farm), Agent ",,,,Horn's Creek Farm,,,,9000,,,,,T,2012
2019,Y,KEENOV19,2019-11-15,6,10,3773,3773,You Make Me Happy,You Make Me Happy,,,2019-02-21,4,B,C,,W,,,,Firing Line,Firing Line,War Alert,War Alert,,,,,,,,,,"Pope McLean (Crestwood Farm), Agent ",,,,Two Broke Girls,,,,16000,,,,,T,2019
2019,Y,KEENOV19,2019-11-15,6,10,3774,3774,War Angel,War Angel,,,2016-04-28,7,CH,M,,B,,,,Declaration of War,Declaration of War,Superior Attitude,Superior Attitude,,,,,,,,,,"Darby Dan Farm, Agent I ",,,,Savesnine Corp.,,,,4500,,,,,T,2016
2019,Y,KEENOV19,2019-11-15,6,10,3775,3775,Weekend Fantasy,Weekend Fantasy,,,2006-03-06,17,DB/BR,M,,B,,,,Pleasantly Perfect,Pleasantly Perfect,Lassie Connection,Lassie Connection,,,,,,,,,,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent I ",,,,Out,,,,0,,,,,T,2006
2019,Y,KEENOV19,2019-11-15,6,10,3776,3776,Murgatroyd,Murgatroyd,,,2019-04-16,4,B,F,,W,,,,Brody's Cause,Brody's Cause,What a Lily,What a Lily,,,,,,,,,,"Ballysax Bloodstock, Agent XIII ",,,,Out,,,,0,,,,,T,2019
2019,Y,KEENOV19,2019-11-15,6,10,3777,3777,When We Act,When We Act,,,2011-04-23,12,DB/BR,M,,B,,,,Giant's Causeway,Giant's Causeway,Unbridled Action,Unbridled Action,,,,,,,,,,"Ramsey Farm, Agent ",,,,Out,,,,0,,,,,T,2011
2019,Y,KEENOV19,2019-11-15,6,10,3778,3778,Wildcat Appeal,Wildcat Appeal,,,2009-03-07,14,B,M,,B,,,,Wildcat Heir,Wildcat Heir,Appealing Card,Appealing Card,,,,,,,,,,"Pope McLean (Crestwood Farm), Agent XV ",,,,Eleanor Keeler,,,,6000,,,,,T,2009
2019,Y,KEENOV19,2019-11-15,6,10,3779,3779,Windy Bow,Windy Bow,,,2015-04-21,8,DB/BR,M,,B,,,,Oxbow,Oxbow,Windyindy,Windyindy,,,,,,,,,,"Buckland Sales (Zach Madden), Agent XXIII ",,,,Fernandez Rafael,,,,7500,,,,,T,2015
2019,Y,KEENOV19,2019-11-15,6,10,3780,3780,Wine Halo,Wine Halo,,,2015-05-14,8,B,M,,B,,,,Snapy Halo (ARG),Snapy Halo (ARG),Wine Glow,Wine Glow,,,,,,,,,,"Buckland Sales (Zach Madden), Agent XXIII ",,,,John Holcomb,,,,2500,,,,,T,2015
2019,Y,KEENOV19,2019-11-15,6,10,3781,3781,Visenya,Visenya,,,2019-02-18,4,B,F,,W,,,,Overanalyze,Overanalyze,Winning Scoop,Winning Scoop,,,,,,,,,,"Ballysax Bloodstock, Agent ",,,,Carla Christoffersen,,,,6000,,,,,T,2019
2019,Y,KEENOV19,2019-11-15,6,10,3782,3782,Sargent Lee,Sargent Lee,,,2019-03-26,4,B,C,,W,,,,Mineshaft,Mineshaft,Winter Palace,Winter Palace,,,,,,,,,,"Little's Bloodstock, LLC, Agent I ",,,,Out,,,,0,,,,,T,2019
2019,Y,KEENOV19,2019-11-15,6,10,3783,3783,With Herself (IRE),With Herself (IRE),,,2015-05-05,8,B,F,,BRP,,,,Lilbourne Lad (IRE),Lilbourne Lad (IRE),Caro Mio (IRE),Caro Mio (IRE),,,,,,,,,,"Bluewater Sales LLC, Agent IV ",,,,Out,,,,0,,,,,T,2015
2019,Y,KEENOV19,2019-11-15,6,10,3784,3784,Yachats,Yachats,,,2003-02-05,20,CH,M,,B,,,,Forest Camp,Forest Camp,You'renotlistening,You'renotlistening,,,,,,,,,,"Select Sales, Agent VIII ",,,,South Pacific Bloodstock,,,,10000,,,,,T,2003
2019,Y,KEENOV19,2019-11-15,6,10,3785,3785,Zapoutofit,Zapoutofit,,,2009-02-27,14,CH,M,,B,,,,Ghostzapper,Ghostzapper,Northern Mischief,Northern Mischief,,,,,,,,,,"Four Star Sales, Agent ",,,,Richard Barton Ent.,,,,7000,,,,,T,2009
2019,Y,KEENOV19,2019-11-15,6,10,3786,3786,A Bit of Humor,A Bit of Humor,,,2005-03-15,18,B,M,,B,,,,Distorted Humor,Distorted Humor,Saratoga Ack,Saratoga Ack,,,,,,,,,,"Patricia Clark, Agent VI ",,,,YMT Farm,,,,3700,,,,,T,2005
2019,Y,KEENOV19,2019-11-15,6,10,3787,3787,Redhairnblakleathr,Redhairnblakleathr,,,2019-04-10,4,B,F,,W,,,,Mshawish,Mshawish,Acts of Karma,Acts of Karma,,,,,,,,,,"Taylor Made Sales Agency, Agent CLXXXVIII ",,,,Richard Hopper,,,,3700,,,,,T,2019
2019,Y,KEENOV19,2019-11-15,6,10,3788,3788,Sicilian Style Two,Sicilian Style Two,,,2019-02-15,4,B,F,,W,,,,Protonico,Protonico,Addibel Lightning,Addibel Lightning,,,,,,,,,,"Taylor Made Sales Agency, Agent CXLIII ",,,,Out,,,,0,,,,,T,2019
2019,Y,KEENOV19,2019-11-15,6,10,3789,3789,Infiltrator,Infiltrator,,,2019-04-18,4,CH,C,,W,,,,Tapiture,Tapiture,Agent Romanoff,Agent Romanoff,,,,,,,,,,"Cross Keys Sales LLC, Agent I ",,,,Out,,,,0,,,,,T,2019
